activo_id,patente,marca,modelo,anio_fabricacion,fecha_alta_flota,tipo_vehiculo,motor_tipo,estado_actual,odometro_km,horometro_h,created_at,updated_at
ACE-0597,XTYV53,Volvo,VM,2024,2025-02-22,camion distribucion,D8,Activo,73500.0,2253.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0598,MTNH45,Scania,G410,2020,2020-06-10,camion carga pesada,DC13,Activo,706900.0,12524.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0599,FLGN71,International,LT Series,2022,2023-05-02,camion larga distancia,Navistar A26,Activo,119300.0,5701.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0600,VZVK93,Volvo,VM,2017,2017-04-11,camion distribucion,D8,Activo,523400.0,18211.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0601,CNDD27,International,WorkStar,2020,2020-07-21,camion vocacional,MaxxForce 13,Activo,103700.0,3943.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0602,XMHH74,International,WorkStar,2019,2020-04-28,camion vocacional,MaxxForce 13,Activo,485600.0,9312.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0603,FPXD94,International,LT Series,2023,2023-05-05,camion larga distancia,Cummins X15,Activo,389800.0,6964.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0604,WXKS22,Scania,R450,2018,2020-11-19,camion larga distancia,DC13,Activo,228800.0,6849.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0605,VJZV63,Kenworth,T880,2020,2020-05-29,camion vocacional pesado,PACCAR MX-13,Activo,172000.0,8869.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0606,LCBP89,Volkswagen,Delivery 9.170,2015,2015-02-27,camion distribucion,Cummins ISF 3.8,Activo,469900.0,18965.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0607,ZTHP94,Mercedes,Axor,2019,2019-03-13,camion carga pesada,OM457,Activo,544600.0,15146.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0608,RVWJ00,Mercedes,Arocs,2020,2020-01-13,camion construcción,OM471,Activo,396100.0,9928.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0609,HBKL69,MAN,TGS,2019,2019-08-17,camion vocacional,D26,Activo,324400.0,8279.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0610,SHTL41,Volkswagen,Delivery 11.180,2022,2022-09-03,camion distribucion,Cummins ISF 3.8,Activo,72000.0,3747.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0611,MCNF70,Freightliner,Cascadia,2020,2022-01-06,camion larga distancia,Detroit DD15,Activo,206800.0,6790.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0612,HKWF88,Scania,R440,2018,2018-12-28,camion larga distancia,DC13,Activo,750500.0,11578.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0613,YHFN81,Ford,Cargo 1723,2026,2026-03-17,camion carga mediana,Cummins ISB,Activo,10800.0,510.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0614,DSGT03,MAN,TGL,2021,2023-09-16,camion distribucion,D08,Activo,306200.0,5923.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0615,FWDL17,Mercedes,Actros,2015,2015-12-01,camion larga distancia,OM471,Activo,1014400.0,22393.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0616,KSLL07,Mercedes,Atego,2022,2022-01-05,camion distribucion,OM926,Activo,91400.0,5112.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0617,XCPW02,Mercedes,Atego,2020,2021-11-27,camion distribucion,OM926,Activo,134400.0,6433.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0618,FSFF74,Hino,500,2025,2026-04-22,camion distribucion,J08E,Activo,11600.0,364.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0619,LCKG97,Volvo,FH16,2024,2025-03-16,camion extra pesado,D16,Activo,134300.0,2371.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0620,ZBNC88,Kenworth,T370,2016,2016-01-12,camion vocacional,PACCAR PX-9,Activo,482100.0,17888.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0621,HKNW75,MAN,TGM,2025,2025-05-05,camion distribucion,D08,Activo,56400.0,1690.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0622,SYNJ35,Mercedes,Axor,2021,2022-10-20,camion carga pesada,OM457,Activo,251300.0,7374.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0623,LBYB26,Scania,P360,2026,2026-01-01,camion distribucion,DC09,Activo,44500.0,912.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0624,ZHPW81,Freightliner,Cascadia,2025,2025-11-09,camion larga distancia,Detroit DD13,Activo,48300.0,910.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0625,GSTR45,MAN,TGM,2025,2025-04-11,camion distribucion,D08,Activo,141000.0,2909.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0626,JWTF21,Scania,P360,2019,2019-10-16,camion distribucion,DC13,Activo,294200.0,10620.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0627,ZJZP12,Freightliner,M2 106,2023,2023-02-07,camion distribucion,Cummins ISB,Activo,180900.0,4577.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0628,DSZF92,Iveco,Trakker,2021,2022-02-15,camion faena,Cursor 13,Activo,273000.0,8331.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0629,FNRH56,MAN,TGS,2026,2026-01-30,camion vocacional,D26,Activo,19000.0,1107.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0630,RZSR78,Mercedes,Atego,2025,2025-12-16,camion distribucion,OM926,Activo,58600.0,1248.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0631,LDWM33,Mercedes,Atego,2016,2016-06-07,camion distribucion,OM924,Activo,827800.0,18170.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0632,GCRB94,Iveco,Tector,2025,2026-02-20,camion distribucion,NEF 6,Activo,19500.0,620.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0633,RCBS20,Iveco,Stralis,2016,2016-10-15,camion larga distancia,Cursor 10,Activo,326600.0,12981.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0634,GYVF23,Mercedes,Actros,2016,2017-04-25,camion larga distancia,OM471,Activo,838200.0,14173.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0635,NTCM04,Iveco,S-Way,2025,2025-02-12,camion larga distancia,Cursor 13,Activo,141100.0,2844.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0636,FJBZ87,Volkswagen,Constellation 25.360,2022,2023-08-29,camion carga pesada,MAN D08,Activo,128600.0,6773.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0637,ZVNS39,Ford,Cargo 1933,2021,2021-02-11,camion carga pesada,Cummins ISL,Activo,237700.0,8014.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0638,RXTT51,Mercedes,Arocs,2018,2018-01-22,camion construcción,OM471,Activo,510500.0,33984.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0639,GPCC05,Mercedes,Actros,2016,2017-12-25,camion larga distancia,OM457,Activo,857600.0,14607.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0640,HWDV36,Mercedes,Actros,2026,2026-02-12,camion larga distancia,OM471,Activo,20400.0,770.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0641,MJGN86,Freightliner,M2 112,2017,2017-10-03,camion vocacional,Detroit DD13,Activo,399400.0,10413.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0642,TRRR16,International,LT Series,2024,2024-12-21,camion larga distancia,Navistar A26,Activo,38900.0,3385.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0643,WKCL76,Hino,700,2018,2019-04-09,camion carga pesada,E13C,Activo,224200.0,7296.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0644,FPFH17,Volvo,FH16,2019,2019-06-18,camion extra pesado,D13,Activo,246300.0,15859.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0645,HXCN99,MAN,TGS,2019,2019-05-02,camion vocacional,D26,Activo,517900.0,14494.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0646,FDFZ98,Volkswagen,Delivery 11.180,2023,2024-08-20,camion distribucion,Cummins ISF 3.8,Activo,50700.0,2926.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0648,BHHG67,International,LT Series,2017,2018-03-30,camion larga distancia,Cummins X15,Activo,353700.0,37011.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0649,BSSK31,Scania,R440,2018,2018-05-16,camion larga distancia,DC13,Activo,442100.0,12552.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0650,XNLP00,Hino,500,2025,2025-08-03,camion distribucion,J08E,Activo,87100.0,1722.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0651,SNLR00,Isuzu,FVR,2024,2025-05-05,camion distribucion,6HK1,Activo,23000.0,999.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0652,JNJF84,MAN,TGM,2022,2022-11-04,camion distribucion,D08,Activo,135400.0,3583.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0653,LBYC48,MAN,TGX,2023,2024-02-15,camion larga distancia,D26,Activo,316300.0,6617.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0654,GDWK40,Freightliner,M2 112,2021,2021-05-26,camion vocacional,Cummins ISL,Activo,104600.0,5122.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0655,KFGW38,Ford,Cargo 2632,2020,2020-10-13,camion carga pesada,Cummins ISL,Activo,180600.0,10606.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0656,NRDJ87,International,WorkStar,2018,2018-07-19,camion vocacional,MaxxForce 13,Activo,547300.0,14202.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0657,LRGM67,International,LT Series,2017,2017-04-11,camion larga distancia,Navistar A26,Activo,984000.0,19502.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0658,YLCT64,Volkswagen,Meteor 28.460,2022,2022-12-03,camion larga distancia,MAN D26,Activo,371100.0,6156.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0659,ZMBJ89,Volvo,VM,2018,2018-01-14,camion distribucion,D8,Activo,801800.0,12990.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0660,FLGG79,Kenworth,T880,2019,2019-04-04,camion vocacional pesado,PACCAR MX-13,Activo,279200.0,8905.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0661,KCWD02,Kenworth,T370,2018,2018-07-09,camion vocacional,PACCAR PX-9,Activo,799100.0,12254.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0662,KTNK24,Volkswagen,Meteor 29.520,2025,2026-03-11,camion larga distancia,MAN D26,Activo,8500.0,318.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0663,TJST98,Hino,500,2019,2019-04-13,camion distribucion,J08E,Activo,440400.0,11117.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0664,PRTW85,Scania,G410,2020,2021-09-17,camion carga pesada,DC13,Activo,208900.0,6385.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0665,MCHL58,Isuzu,NPR,2017,2018-07-29,camion distribucion,4HK1,Activo,626200.0,10371.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0666,NRTK68,Freightliner,Cascadia,2016,2016-03-16,camion larga distancia,Detroit DD13,Activo,168600.0,25400.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0667,GFBJ45,Volvo,FH16,2024,2024-01-14,camion extra pesado,D16,Activo,96200.0,8953.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0668,GPRT52,Mercedes,Arocs,2017,2019-12-15,camion construcción,OM470,Activo,164400.0,6146.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0669,FZCH99,Volvo,FMX,2024,2024-05-13,camion construcción,D13,Activo,284900.0,5915.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0670,DWSJ31,Hino,GH,2015,2016-10-18,camion distribucion,J08E,Activo,411900.0,18582.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0671,VLLT23,Mercedes,Actros,2016,2016-06-24,camion larga distancia,OM471,Activo,399600.0,15589.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0672,ZPRX34,Isuzu,CYZ,2022,2022-04-27,camion carga pesada,6UZ1,Activo,266300.0,6961.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0673,DCKK33,Scania,R440,2024,2024-01-08,camion larga distancia,DC13,Activo,50400.0,2071.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0674,BJNM38,Volkswagen,Meteor 28.460,2015,2016-07-10,camion larga distancia,MAN D26,Activo,641400.0,24492.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0675,GXSM73,Mercedes,Atego,2020,2020-04-20,camion distribucion,OM926,Activo,507300.0,10411.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0676,CSLT06,Scania,G410,2015,2016-06-14,camion carga pesada,DC13,Activo,382300.0,13333.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0677,TDSF13,Freightliner,Cascadia,2023,2023-12-02,camion larga distancia,Detroit DD13,Activo,121100.0,3386.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0678,NMRV26,Mercedes,Atego,2019,2019-01-20,camion distribucion,OM926,Activo,363100.0,8651.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0679,TVYY70,Freightliner,Cascadia,2017,2018-08-18,camion larga distancia,Detroit DD13,Activo,571300.0,19722.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0680,ZGNS80,Ford,Cargo 1723,2018,2019-12-03,camion carga mediana,Cummins ISB,Activo,416700.0,10970.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0681,WZNN26,MAN,TGM,2022,2022-12-10,camion distribucion,D08,Activo,108800.0,8018.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0682,ZXWN38,MAN,TGL,2024,2025-09-12,camion distribucion,D08,Activo,61100.0,949.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0683,MLBG35,MAN,TGM,2018,2018-01-29,camion distribucion,D08,Activo,338900.0,8797.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0684,KDZR57,Mercedes,Arocs,2022,2022-03-11,camion construcción,OM470,Activo,107500.0,9069.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0685,GZKB61,Freightliner,M2 106,2017,2018-01-02,camion distribucion,Cummins ISB,Activo,238100.0,13812.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0686,WJNH41,Kenworth,T370,2016,2017-05-18,camion vocacional,PACCAR PX-9,Activo,514500.0,12976.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0687,XNZX79,Hino,500,2015,2016-02-14,camion distribucion,J08E,Activo,591100.0,20849.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0688,SHKB66,Mercedes,Axor,2015,2016-03-10,camion carga pesada,OM457,Activo,388600.0,14873.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0689,YRFL39,International,LT Series,2016,2016-09-11,camion larga distancia,Navistar A26,Activo,409700.0,40501.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0690,HRTX88,Mercedes,Atego,2021,2021-05-31,camion distribucion,OM926,Activo,181100.0,4459.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0691,HNDX18,Freightliner,M2 112,2026,2026-04-13,camion vocacional,Cummins ISL,Activo,6500.0,172.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0692,DHJW23,Mercedes,Axor,2026,2026-02-24,camion carga pesada,OM457,Activo,9400.0,395.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0693,VLWJ81,Mercedes,Arocs,2023,2024-08-31,camion construcción,OM471,Activo,30200.0,1340.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0694,NLHV60,Scania,S500,2025,2025-12-04,camion larga distancia,DC13,Activo,19700.0,1322.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0695,KWZD98,Kenworth,T370,2021,2021-12-05,camion vocacional,PACCAR PX-9,Activo,293700.0,7674.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0696,XVMT26,MAN,TGS,2020,2021-03-06,camion vocacional,D20,Activo,470300.0,7800.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0697,GLRL08,Mercedes,Axor,2017,2017-04-03,camion carga pesada,OM457,Activo,796000.0,15369.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0698,KDML02,Freightliner,Cascadia,2022,2022-08-16,camion larga distancia,Detroit DD15,Activo,98500.0,9527.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0699,NSDK81,Mercedes,Axor,2018,2019-05-07,camion carga pesada,OM457,Activo,512700.0,10202.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0700,DHXW31,Iveco,Trakker,2021,2021-04-27,camion faena,Cursor 13,Activo,361900.0,7093.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0701,HSHT59,International,LT Series,2019,2020-05-15,camion larga distancia,Cummins X15,Activo,677200.0,14273.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0702,BVGG19,International,WorkStar,2021,2022-03-17,camion vocacional,MaxxForce 13,Activo,203600.0,12226.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0703,VLWH31,Volkswagen,Constellation 19.320,2022,2022-09-30,camion carga pesada,MAN D08,Activo,463200.0,8828.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0704,DMBT68,Kenworth,T880,2022,2022-12-06,camion vocacional pesado,PACCAR MX-13,Activo,140300.0,3660.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0705,NGJX48,Iveco,Stralis,2023,2024-05-27,camion larga distancia,Cursor 10,Activo,87900.0,2175.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0706,FWFL47,MAN,TGM,2025,2025-02-10,camion distribucion,D08,Activo,134800.0,2512.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0707,XRNY74,MAN,TGL,2025,2025-08-13,camion distribucion,D08,Activo,46800.0,2838.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0708,ZPFX56,Iveco,Tector,2016,2016-12-16,camion distribucion,NEF 6,Activo,374700.0,19702.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0709,FPPC03,Volkswagen,Constellation 24.280,2015,2015-01-07,camion distribucion,MAN D08,Activo,1297700.0,24676.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0710,KDZX29,Ford,Cargo 1723,2022,2022-11-05,camion carga mediana,Cummins ISB,Activo,172800.0,10500.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0711,VRDN91,Scania,R450,2020,2020-09-11,camion larga distancia,DC13,Activo,237600.0,13269.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0712,HFPV53,Hino,700,2015,2015-06-02,camion carga pesada,E13C,Activo,671500.0,18197.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0713,WJXZ09,International,LT Series,2020,2020-04-06,camion larga distancia,Navistar A26,Activo,100800.0,8382.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0714,HDBY81,MAN,TGX,2025,2026-04-20,camion larga distancia,D38,Activo,11400.0,362.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0715,LJPB42,Mercedes,Axor,2021,2021-02-16,camion carga pesada,OM457,Activo,699200.0,11411.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0716,WTNG69,Scania,P360,2026,2026-02-13,camion distribucion,DC09,Activo,18600.0,984.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0717,SKPV67,MAN,TGM,2021,2021-01-05,camion distribucion,D08,Activo,212300.0,8843.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0718,TKZX69,MAN,TGM,2026,2026-03-28,camion distribucion,D08,Activo,10700.0,219.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0719,NDRM73,Iveco,Tector,2025,2025-04-23,camion distribucion,NEF 6,Activo,45500.0,2802.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0720,ZLKL09,Mercedes,Arocs,2018,2018-12-05,camion construcción,OM470,Activo,306800.0,47784.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0721,NYKD68,Volkswagen,Constellation 19.320,2024,2025-12-12,camion carga pesada,MAN D08,Activo,21200.0,599.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0722,LPFK49,Volvo,FH,2021,2021-01-03,camion larga distancia,D13,Activo,391600.0,10674.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0723,RNPS04,Freightliner,M2 112,2026,2026-01-06,camion vocacional,Detroit DD13,Activo,8700.0,405.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0724,SMBS97,Kenworth,T880,2017,2017-07-28,camion vocacional pesado,PACCAR MX-13,Activo,762100.0,22402.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0725,XXDF66,MAN,TGL,2024,2024-03-18,camion distribucion,D08,Activo,191200.0,3215.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0726,SYGR32,Hino,500,2026,2026-05-09,camion distribucion,J08E,Activo,3600.0,103.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0727,FNKF23,Scania,R450,2018,2018-03-28,camion larga distancia,DC13,Activo,505900.0,19078.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0728,JVRT65,MAN,TGL,2020,2020-11-13,camion distribucion,D08,Activo,575400.0,9034.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0729,ZKLX93,Volkswagen,Meteor 28.460,2021,2021-11-05,camion larga distancia,MAN D26,Activo,526800.0,8495.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0730,VCBD06,Freightliner,M2 112,2025,2025-01-22,camion vocacional,Detroit DD13,Activo,62800.0,4339.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0731,GTVW97,Isuzu,FVR,2017,2017-10-21,camion distribucion,6HK1,Activo,231600.0,12895.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0732,CBPV17,Volvo,FH16,2018,2019-10-03,camion extra pesado,D13,Activo,498200.0,11397.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0733,RRVD30,Iveco,Tector,2018,2018-11-20,camion distribucion,NEF 6,Activo,243400.0,13355.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0734,NRMH06,Mercedes,Atego,2016,2016-05-19,camion distribucion,OM924,Activo,155800.0,13023.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0735,LTZZ87,International,HV Series,2026,2026-04-12,camion vocacional,International A26,Activo,20800.0,424.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0736,ZHXL65,MAN,TGL,2018,2018-03-17,camion distribucion,D08,Activo,471200.0,13159.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0737,LHRZ61,Volvo,FH,2016,2016-11-13,camion larga distancia,D13,Activo,804500.0,20643.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
