sku,descripcion,sistema,componente,proveedor_principal,lead_time_dias_promedio,costo_unitario_clp,stock_actual,stock_minimo,criticidad,rotacion,activo,updated_at
REP-0630,Filtro separador de agua de combustible para bus,Sistema de combustible,,No indicado,3.0,40000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0631,Filtro separador de agua de combustible para camioneta,Sistema de combustible,,No indicado,3.0,22000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0632,Filtro separador de agua de combustible para camión liviano,Sistema de combustible,,No indicado,3.0,32000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0633,Filtro separador de agua de combustible para camión pesado,Sistema de combustible,,No indicado,3.0,54000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0634,Filtro separador de agua de combustible para van,Sistema de combustible,,No indicado,3.0,24000.0,3.0,2.0,media,media,True,2026-05-22 20:41:10.387996
REP-0635,Inyector de gasolina para auto liviano,Sistema de combustible,,No indicado,5.0,50000.0,3.0,2.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0636,Inyector de gasolina para bus,Sistema de combustible,,No indicado,5.0,110000.0,3.0,2.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0637,Inyector de gasolina para camioneta,Sistema de combustible,,No indicado,5.0,62000.0,3.0,2.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0638,Inyector de gasolina para camión liviano,Sistema de combustible,,No indicado,5.0,90000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0639,Inyector de gasolina para camión pesado,Sistema de combustible,,No indicado,5.0,150000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0640,Inyector de gasolina para van,Sistema de combustible,,No indicado,5.0,68000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0641,Inyector diésel common rail para auto liviano,Sistema de combustible,,No indicado,5.0,180000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0642,Inyector diésel common rail para bus,Sistema de combustible,,No indicado,5.0,395000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0643,Inyector diésel common rail para camioneta,Sistema de combustible,,No indicado,5.0,225000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0644,Inyector diésel common rail para camión liviano,Sistema de combustible,,No indicado,5.0,325000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0645,Inyector diésel common rail para camión pesado,Sistema de combustible,,No indicado,5.0,540000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0646,Inyector diésel common rail para van,Sistema de combustible,,No indicado,5.0,245000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0647,Prefiltro de combustible para auto liviano,Sistema de combustible,,No indicado,2.0,6500.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0648,Prefiltro de combustible para bus,Sistema de combustible,,No indicado,2.0,14000.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0649,Prefiltro de combustible para camioneta,Sistema de combustible,,No indicado,2.0,8000.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0650,Prefiltro de combustible para camión liviano,Sistema de combustible,,No indicado,2.0,12000.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0651,Prefiltro de combustible para camión pesado,Sistema de combustible,,No indicado,2.0,20000.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0652,Prefiltro de combustible para van,Sistema de combustible,,No indicado,2.0,9000.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0653,Regulador de presión de combustible para auto liviano,Sistema de combustible,,No indicado,4.0,30000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0654,Regulador de presión de combustible para bus,Sistema de combustible,,No indicado,4.0,66000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0655,Regulador de presión de combustible para camioneta,Sistema de combustible,,No indicado,4.0,38000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0656,Regulador de presión de combustible para camión liviano,Sistema de combustible,,No indicado,4.0,54000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0657,Regulador de presión de combustible para camión pesado,Sistema de combustible,,No indicado,4.0,90000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0658,Regulador de presión de combustible para van,Sistema de combustible,,No indicado,4.0,40000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0665,Sensor de presión de combustible para auto liviano,Sistema de combustible,,No indicado,4.0,35000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0666,Sensor de presión de combustible para bus,Sistema de combustible,,No indicado,4.0,77000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0667,Sensor de presión de combustible para camioneta,Sistema de combustible,,No indicado,4.0,44000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0668,Sensor de presión de combustible para camión liviano,Sistema de combustible,,No indicado,4.0,63000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0669,Sensor de presión de combustible para camión pesado,Sistema de combustible,,No indicado,4.0,105000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0670,Sensor de presión de combustible para van,Sistema de combustible,,No indicado,4.0,47000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0671,Catalizador para auto liviano,Sistema de escape,,No indicado,5.0,180000.0,24.0,23.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0672,Catalizador para bus,Sistema de escape,,No indicado,5.0,395000.0,24.0,23.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0673,Catalizador para camioneta,Sistema de escape,,No indicado,5.0,225000.0,24.0,23.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0674,Catalizador para camión liviano,Sistema de escape,,No indicado,5.0,325000.0,24.0,23.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0675,Catalizador para camión pesado,Sistema de escape,,No indicado,5.0,540000.0,24.0,23.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0676,Catalizador para van,Sistema de escape,,No indicado,5.0,245000.0,24.0,23.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0677,Flexible de escape para auto liviano,Sistema de escape,,No indicado,4.0,30000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0678,Flexible de escape para bus,Sistema de escape,,No indicado,4.0,66000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0679,Flexible de escape para camioneta,Sistema de escape,,No indicado,4.0,38000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0680,Flexible de escape para camión liviano,Sistema de escape,,No indicado,4.0,54000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0681,Flexible de escape para camión pesado,Sistema de escape,,No indicado,4.0,90000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0682,Flexible de escape para van,Sistema de escape,,No indicado,4.0,40000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0683,Sensor de oxígeno de cuatro vías para auto liviano,Sistema de escape,,No indicado,3.0,63000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0684,Sensor de oxígeno de cuatro vías para bus,Sistema de escape,,No indicado,3.0,140000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0685,Sensor de oxígeno de cuatro vías para camioneta,Sistema de escape,,No indicado,3.0,79000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0686,Sensor de oxígeno de cuatro vías para camión liviano,Sistema de escape,,No indicado,3.0,115000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0687,Sensor de oxígeno de cuatro vías para camión pesado,Sistema de escape,,No indicado,3.0,190000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0688,Sensor de oxígeno de cuatro vías para van,Sistema de escape,,No indicado,3.0,85000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0689,Sensor de oxígeno de dos vías para auto liviano,Sistema de escape,,No indicado,3.0,48000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0690,Sensor de oxígeno de dos vías para bus,Sistema de escape,,No indicado,3.0,105000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0691,Sensor de oxígeno de dos vías para camioneta,Sistema de escape,,No indicado,3.0,60000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0692,Sensor de oxígeno de dos vías para camión liviano,Sistema de escape,,No indicado,3.0,86000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0693,Sensor de oxígeno de dos vías para camión pesado,Sistema de escape,,No indicado,3.0,145000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0694,Sensor de oxígeno de dos vías para van,Sistema de escape,,No indicado,3.0,65000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0695,Sensor de oxígeno de tres vías para auto liviano,Sistema de escape,,No indicado,3.0,57000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0696,Sensor de oxígeno de tres vías para bus,Sistema de escape,,No indicado,3.0,125000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0697,Sensor de oxígeno de tres vías para camioneta,Sistema de escape,,No indicado,3.0,71000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0698,Sensor de oxígeno de tres vías para camión liviano,Sistema de escape,,No indicado,3.0,105000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0699,Sensor de oxígeno de tres vías para camión pesado,Sistema de escape,,No indicado,3.0,170000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0700,Sensor de oxígeno de tres vías para van,Sistema de escape,,No indicado,3.0,77000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0701,Silenciador trasero para auto liviano,Sistema de escape,,No indicado,5.0,85000.0,11.0,10.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0702,Silenciador trasero para bus,Sistema de escape,,No indicado,5.0,185000.0,11.0,10.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0703,Silenciador trasero para camioneta,Sistema de escape,,No indicado,5.0,105000.0,11.0,10.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0704,Silenciador trasero para camión liviano,Sistema de escape,,No indicado,5.0,155000.0,11.0,10.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0706,Silenciador trasero para van,Sistema de escape,,No indicado,5.0,115000.0,11.0,10.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0707,Tubo de escape delantero para auto liviano,Sistema de escape,,No indicado,5.0,55000.0,11.0,10.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0708,Tubo de escape delantero para bus,Sistema de escape,,No indicado,5.0,120000.0,11.0,10.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0709,Tubo de escape delantero para camioneta,Sistema de escape,,No indicado,5.0,69000.0,11.0,10.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0710,Tubo de escape delantero para van,Sistema de escape,,No indicado,5.0,74000.0,11.0,10.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0711,Grasa para rodamientos de rueda para auto liviano,Neumáticos y ruedas,,No indicado,2.0,9000.0,11.0,10.0,media,media,True,2026-05-22 20:41:10.387996
REP-0712,Grasa para rodamientos de rueda para bus,Neumáticos y ruedas,,No indicado,2.0,20000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0713,Grasa para rodamientos de rueda para camioneta,Neumáticos y ruedas,,No indicado,2.0,11000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0714,Grasa para rodamientos de rueda para camión liviano,Neumáticos y ruedas,,No indicado,2.0,16000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0715,Grasa para rodamientos de rueda para camión pesado,Neumáticos y ruedas,,No indicado,2.0,27000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0716,Grasa para rodamientos de rueda para van,Neumáticos y ruedas,,No indicado,2.0,12000.0,24.0,23.0,media,media,True,2026-05-22 20:41:10.387996
REP-0717,Llanta de acero para auto liviano,Neumáticos y ruedas,,No indicado,4.0,45000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0718,Llanta de acero para bus,Neumáticos y ruedas,,No indicado,4.0,99000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0719,Llanta de acero para camioneta,Neumáticos y ruedas,,No indicado,4.0,56000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0720,Llanta de acero para camión liviano,Neumáticos y ruedas,,No indicado,4.0,81000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0721,Llanta de acero para camión pesado,Neumáticos y ruedas,,No indicado,4.0,135000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0722,Llanta de acero para van,Neumáticos y ruedas,,No indicado,4.0,61000.0,24.0,23.0,alta,baja,True,2026-05-22 20:41:10.387996
REP-0723,Perno de rueda para auto liviano,Neumáticos y ruedas,,No indicado,2.0,5000.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0724,Perno de rueda para bus,Neumáticos y ruedas,,No indicado,2.0,11000.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0725,Perno de rueda para camioneta,Neumáticos y ruedas,,No indicado,2.0,6000.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0726,Perno de rueda para camión liviano,Neumáticos y ruedas,,No indicado,2.0,9000.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0727,Perno de rueda para camión pesado,Neumáticos y ruedas,,No indicado,2.0,15000.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0728,Perno de rueda para van,Neumáticos y ruedas,,No indicado,2.0,7000.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0729,Tapa de rueda para auto liviano,Neumáticos y ruedas,,No indicado,3.0,12000.0,24.0,23.0,baja,baja,True,2026-05-22 20:41:10.387996
REP-0730,Tuerca de rueda para auto liviano,Neumáticos y ruedas,,No indicado,2.0,3000.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0731,Tuerca de rueda para bus,Neumáticos y ruedas,,No indicado,2.0,6500.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0733,Tuerca de rueda para camión liviano,Neumáticos y ruedas,,No indicado,2.0,5500.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0736,Válvula de neumático para auto liviano,Neumáticos y ruedas,,No indicado,2.0,3000.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0737,Válvula de neumático para bus,Neumáticos y ruedas,,No indicado,2.0,6500.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0738,Válvula de neumático para camioneta,Neumáticos y ruedas,,No indicado,2.0,4000.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0739,Válvula de neumático para camión liviano,Neumáticos y ruedas,,No indicado,2.0,5500.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0740,Válvula de neumático para camión pesado,Neumáticos y ruedas,,No indicado,2.0,9000.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0741,Válvula de neumático para van,Neumáticos y ruedas,,No indicado,2.0,4000.0,24.0,23.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0742,neumático 11R22.5 para bus,Neumáticos y ruedas,,No indicado,3.0,160000.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0747,neumático 205/60R16 para auto liviano,Neumáticos y ruedas,,No indicado,3.0,42000.0,16.0,22.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0748,neumático 205/60R16 para van,Neumáticos y ruedas,,No indicado,3.0,42000.0,16.0,22.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0749,neumático 215/75R17.5 para bus,Neumáticos y ruedas,,No indicado,3.0,90000.0,16.0,22.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0750,neumático 215/75R17.5 para camión liviano,Neumáticos y ruedas,,No indicado,3.0,90000.0,16.0,22.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0751,neumático 225/70R15 para camioneta,Neumáticos y ruedas,,No indicado,3.0,65000.0,16.0,22.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0752,neumático 265/65R17 para camioneta,Neumáticos y ruedas,,No indicado,3.0,120000.0,16.0,22.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0753,neumático 295/80R22.5 para bus,Neumáticos y ruedas,,No indicado,3.0,190000.0,16.0,22.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0756,Plumilla limpiaparabrisas 14 pulgadas para auto liviano,Carrocería,,No indicado,2.0,7500.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0757,Plumilla limpiaparabrisas 14 pulgadas para bus,Carrocería,,No indicado,2.0,16000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0758,Plumilla limpiaparabrisas 14 pulgadas para camioneta,Carrocería,,No indicado,2.0,9500.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0759,Plumilla limpiaparabrisas 14 pulgadas para camión liviano,Carrocería,,No indicado,2.0,14000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0760,Plumilla limpiaparabrisas 14 pulgadas para camión pesado,Carrocería,,No indicado,2.0,22000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0761,Plumilla limpiaparabrisas 14 pulgadas para van,Carrocería,,No indicado,2.0,10000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0762,Plumilla limpiaparabrisas 16 pulgadas para auto liviano,Carrocería,,No indicado,2.0,8000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0763,Plumilla limpiaparabrisas 16 pulgadas para bus,Carrocería,,No indicado,2.0,18000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0764,Plumilla limpiaparabrisas 16 pulgadas para camioneta,Carrocería,,No indicado,2.0,10000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0765,Plumilla limpiaparabrisas 16 pulgadas para camión liviano,Carrocería,,No indicado,2.0,14000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0766,Plumilla limpiaparabrisas 16 pulgadas para camión pesado,Carrocería,,No indicado,2.0,24000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0767,Plumilla limpiaparabrisas 16 pulgadas para van,Carrocería,,No indicado,2.0,11000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0768,Plumilla limpiaparabrisas 18 pulgadas para auto liviano,Carrocería,,No indicado,2.0,8500.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0769,Plumilla limpiaparabrisas 18 pulgadas para bus,Carrocería,,No indicado,2.0,19000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0770,Plumilla limpiaparabrisas 18 pulgadas para camioneta,Carrocería,,No indicado,2.0,11000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0771,Plumilla limpiaparabrisas 18 pulgadas para camión liviano,Carrocería,,No indicado,2.0,15000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0772,Plumilla limpiaparabrisas 18 pulgadas para camión pesado,Carrocería,,No indicado,2.0,26000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0773,Plumilla limpiaparabrisas 18 pulgadas para van,Carrocería,,No indicado,2.0,11000.0,22.0,21.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0774,Plumilla limpiaparabrisas 22 pulgadas para auto liviano,Carrocería,,No indicado,2.0,10000.0,1.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0785,Plumilla limpiaparabrisas 26 pulgadas para van,Carrocería,,No indicado,2.0,16000.0,1.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0791,Ampolleta H1 12 V para van,Iluminación,,No indicado,2.0,7000.0,1.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0815,Ampolleta LED H7 12/24 V para van,Iluminación,,No indicado,2.0,66000.0,1.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0816,Ampolleta P21W 12 V para auto liviano,Iluminación,,No indicado,2.0,4000.0,1.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0817,Ampolleta P21W 12 V para bus,Iluminación,,No indicado,2.0,9000.0,1.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0818,Ampolleta P21W 12 V para camioneta,Iluminación,,No indicado,2.0,5000.0,1.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0819,Ampolleta P21W 12 V para camión liviano,Iluminación,,No indicado,2.0,7000.0,1.0,0.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0820,Ampolleta P21W 12 V para camión pesado,Iluminación,,No indicado,2.0,12000.0,4.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0821,Ampolleta P21W 12 V para van,Iluminación,,No indicado,2.0,5500.0,4.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0823,Ampolleta W5W 12 V para bus,Iluminación,,No indicado,2.0,7500.0,4.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0825,Ampolleta W5W 12 V para camión liviano,Iluminación,,No indicado,2.0,6500.0,4.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0826,Ampolleta W5W 12 V para camión pesado,Iluminación,,No indicado,2.0,10000.0,4.0,3.0,media,alta,True,2026-05-22 20:41:10.387996
REP-0828,Foco delantero derecho para auto liviano,Iluminación,,No indicado,4.0,80000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0830,Foco delantero derecho para camioneta,Iluminación,,No indicado,4.0,100000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0831,Foco delantero derecho para camión liviano,Iluminación,,No indicado,4.0,145000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0832,Foco delantero derecho para camión pesado,Iluminación,,No indicado,4.0,240000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0004,Pastilla de freno frontal izquierda,Sistema de Frenos,,No indicado,30.0,45000.0,6.0,5.0,media,media,True,2026-05-22 20:41:10.387996
REP-0084,Disco de freno delantero para van,Sistema de frenos,,No indicado,2.0,46000.0,3.0,2.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0096,Disco de freno trasero para van,Sistema de frenos,,No indicado,2.0,44000.0,24.0,23.0,alta,media,True,2026-05-22 20:41:10.387996
REP-0833,Foco delantero derecho para van,Iluminación,,No indicado,4.0,110000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0834,Foco delantero izquierdo para auto liviano,Iluminación,,No indicado,4.0,80000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0835,Foco delantero izquierdo para bus,Iluminación,,No indicado,4.0,175000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0836,Foco delantero izquierdo para camioneta,Iluminación,,No indicado,4.0,100000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0837,Foco delantero izquierdo para camión liviano,Iluminación,,No indicado,4.0,145000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0838,Foco delantero izquierdo para camión pesado,Iluminación,,No indicado,4.0,240000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0839,Foco delantero izquierdo para van,Iluminación,,No indicado,4.0,110000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0840,Foco trasero derecho para auto liviano,Iluminación,,No indicado,4.0,50000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0841,Compresor de aire acondicionado para auto liviano,Climatización,,No indicado,5.0,180000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0842,Compresor de aire acondicionado para bus,Climatización,,No indicado,5.0,395000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0843,Compresor de aire acondicionado para camioneta,Climatización,,No indicado,5.0,225000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0844,Compresor de aire acondicionado para camión liviano,Climatización,,No indicado,5.0,325000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0845,Compresor de aire acondicionado para camión pesado,Climatización,,No indicado,5.0,540000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0846,Compresor de aire acondicionado para van,Climatización,,No indicado,5.0,245000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0847,Condensador de aire acondicionado para auto liviano,Climatización,,No indicado,5.0,85000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0848,Condensador de aire acondicionado para bus,Climatización,,No indicado,5.0,185000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0849,Condensador de aire acondicionado para camioneta,Climatización,,No indicado,5.0,105000.0,4.0,3.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0857,Evaporador de aire acondicionado para camión pesado,Climatización,,No indicado,5.0,270000.0,21.0,20.0,media,baja,True,2026-05-22 20:41:10.387996
REP-0859,Filtro de cabina para auto liviano,Climatización,,No indicado,2.0,9000.0,1.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
REP-0860,Filtro de cabina para bus,Climatización,,No indicado,2.0,20000.0,1.0,0.0,baja,alta,True,2026-05-22 20:41:10.387996
