activo_id,fecha_corte,horizonte_dias,edad_dias,edad_anos,odometro_actual,horometro_actual,km_dia_promedio,horas_dia_promedio,dias_desde_ultima_ot,count_ot_30d,count_ot_90d,count_correctivas_30d,count_correctivas_90d,costo_total_30d,costo_total_90d,dias_ult_correctiva_motor,dias_ult_correctiva_frenos,dias_ult_correctiva_transmision,target,created_at,count_ot_7d,count_correctivas_7d,costo_total_7d,mtbf_90d
ACE-0820,2026-01-16,30,2929.0,8.019164955509925,412202.0,11176.9,-1.0,-1.0,297.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0821,2026-01-16,30,-46.0,-0.12594113620807665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0822,2026-01-16,30,2718.0,7.441478439425051,257623.0,9217.9,-1.0,-1.0,9.0,1.0,1.0,1.0,1.0,1740000.0,1740000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0823,2026-01-16,30,3943.0,10.795345653661876,892404.0,18806.8,-1.0,-1.0,27.0,1.0,2.0,1.0,1.0,2192000.0,2554000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0824,2026-01-16,30,2847.0,7.794661190965092,189380.0,7136.8,-1.0,-1.0,74.0,-1.0,1.0,-1.0,1.0,-1.0,1610000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0825,2026-01-16,30,2606.0,7.134839151266256,247548.0,9361.5,-1.0,-1.0,483.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0826,2026-01-16,30,2648.0,7.2498288843258045,274945.0,12517.7,-1.0,-1.0,37.0,-1.0,1.0,-1.0,1.0,-1.0,1162000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0827,2026-01-16,30,3948.0,10.809034907597535,1045435.0,17969.6,-1.0,-1.0,138.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0828,2026-01-16,30,-87.0,-0.23819301848049282,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0829,2026-01-16,30,824.0,2.2559890485968515,121740.0,2446.7,-1.0,-1.0,308.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0830,2026-01-16,30,302.0,0.8268309377138946,12104.0,422.7,-1.0,-1.0,182.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0831,2026-01-16,30,61.0,0.16700889801505817,8217.0,167.4,-1.0,-1.0,4.0,2.0,2.0,-1.0,-1.0,1024000.0,1024000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,1,-1,479000.0,-1
ACE-0832,2026-01-16,30,13.0,0.03559206023271732,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0833,2026-01-16,30,826.0,2.2614647501711156,66043.0,6370.9,-1.0,-1.0,94.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0834,2026-01-16,30,258.0,0.7063655030800822,15298.0,859.5,-1.0,-1.0,68.0,-1.0,1.0,-1.0,1.0,-1.0,1405000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0835,2026-01-16,30,2836.0,7.7645448323066395,189213.0,8242.2,-1.0,-1.0,85.0,-1.0,1.0,-1.0,1.0,-1.0,1425000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0836,2026-01-16,30,3779.0,10.346338124572211,197469.0,10940.1,-1.0,-1.0,40.0,-1.0,1.0,-1.0,1.0,-1.0,661000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0837,2026-01-16,30,2207.0,6.0424366872005475,352108.0,9662.4,-1.0,-1.0,20.0,1.0,2.0,1.0,1.0,640000.0,1351000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0838,2026-01-16,30,2118.0,5.798767967145791,324307.0,10471.3,-1.0,-1.0,129.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0839,2026-01-16,30,1542.0,4.2217659137577,163690.0,4241.2,-1.0,-1.0,97.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0840,2026-01-16,30,-100.0,-0.2737850787132101,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0841,2026-01-16,30,1289.0,3.5290896646132786,242131.0,8184.7,-1.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,596000.0,833000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,1,-1,596000.0,-1
ACE-0842,2026-01-16,30,1312.0,3.592060232717317,109600.0,5848.9,-1.0,-1.0,37.0,-1.0,1.0,-1.0,1.0,-1.0,1974000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0843,2026-01-16,30,101.0,0.27652292950034224,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0844,2026-01-16,30,705.0,1.9301848049281314,63323.0,2577.9,-1.0,-1.0,95.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0845,2026-01-16,30,392.0,1.0732375085557837,29871.0,1305.0,-1.0,-1.0,165.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0846,2026-01-16,30,2485.0,6.803559206023272,219343.0,7538.2,-1.0,-1.0,17.0,1.0,1.0,1.0,1.0,2008000.0,2008000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0847,2026-01-16,30,-119.0,-0.3258042436687201,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0848,2026-01-16,30,3434.0,9.401779603011637,881286.0,17178.6,-1.0,-1.0,20.0,1.0,1.0,-1.0,-1.0,249000.0,249000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0849,2026-01-16,30,571.0,1.5633127994524298,37856.0,3981.9,-1.0,-1.0,19.0,1.0,1.0,1.0,1.0,893000.0,893000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0850,2026-01-16,30,1715.0,4.695414099931554,123465.0,6447.2,-1.0,-1.0,212.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0851,2026-01-16,30,1951.0,5.341546885694729,417438.0,8445.4,-1.0,-1.0,196.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0852,2026-01-16,30,1918.0,5.25119780971937,346554.0,10886.1,-1.0,-1.0,43.0,-1.0,1.0,-1.0,-1.0,-1.0,530000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0853,2026-01-16,30,1718.0,4.70362765229295,94930.0,3724.1,-1.0,-1.0,20.0,1.0,1.0,1.0,1.0,3193000.0,3193000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0854,2026-01-16,30,623.0,1.7056810403832992,94630.0,5973.8,-1.0,-1.0,21.0,1.0,4.0,-1.0,2.0,240000.0,4106000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0855,2026-01-16,30,536.0,1.4674880219028064,73729.0,2364.5,-1.0,-1.0,91.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0856,2026-01-16,30,1759.0,4.815879534565366,180373.0,5589.8,-1.0,-1.0,78.0,-1.0,1.0,-1.0,-1.0,-1.0,457000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0857,2026-01-16,30,1050.0,2.8747433264887063,113379.0,2899.0,-1.0,-1.0,47.0,-1.0,1.0,-1.0,-1.0,-1.0,299000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0858,2026-01-16,30,1440.0,3.9425051334702257,314032.0,5623.5,-1.0,-1.0,288.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0859,2026-01-16,30,1619.0,4.432580424366872,528079.0,8917.5,-1.0,-1.0,2.0,1.0,1.0,-1.0,-1.0,415000.0,415000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,1,-1,415000.0,-1
ACE-0860,2026-01-16,30,2135.0,5.845311430527036,426709.0,10951.9,-1.0,-1.0,199.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0861,2026-01-16,30,3143.0,8.605065023956195,538073.0,17975.1,-1.0,-1.0,108.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0862,2026-01-16,30,181.0,0.49555099247091033,21676.0,221.5,-1.0,-1.0,119.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0863,2026-01-16,30,2589.0,7.08829568788501,383633.0,14873.7,-1.0,-1.0,613.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0864,2026-01-16,30,94.0,0.25735797399041754,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0865,2026-01-16,30,1428.0,3.909650924024641,337369.0,6663.0,-1.0,-1.0,32.0,-1.0,1.0,-1.0,-1.0,-1.0,541000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0866,2026-01-16,30,2060.0,5.639972621492129,54416.0,1888.9,-1.0,-1.0,1148.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0867,2026-01-16,30,830.0,2.272416153319644,97994.0,11120.5,-1.0,-1.0,56.0,-1.0,3.0,-1.0,2.0,-1.0,2934000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0868,2026-01-16,30,-88.0,-0.24093086926762491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0869,2026-01-16,30,1086.0,2.973305954825462,248208.0,4476.4,-1.0,-1.0,38.0,-1.0,2.0,-1.0,2.0,-1.0,3140000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0870,2026-01-16,30,3554.0,9.730321697467488,173812.0,7835.8,-1.0,-1.0,103.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0871,2026-01-16,30,2581.0,7.066392881587953,753479.0,12539.9,-1.0,-1.0,32.0,-1.0,1.0,-1.0,1.0,-1.0,636000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0873,2026-01-16,30,3571.0,9.776865160848734,700633.0,12525.4,-1.0,-1.0,109.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0874,2026-01-16,30,3054.0,8.361396303901437,403842.0,20744.8,-1.0,-1.0,122.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0875,2026-01-16,30,3985.0,10.910335386721425,390751.0,16039.2,-1.0,-1.0,150.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0876,2026-01-16,30,217.0,0.5941136208076659,13121.0,555.6,-1.0,-1.0,20.0,1.0,2.0,-1.0,1.0,400000.0,2200000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0877,2026-01-16,30,441.0,1.2073921971252566,72218.0,1342.7,-1.0,-1.0,35.0,-1.0,3.0,-1.0,3.0,-1.0,5828000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0878,2026-01-16,30,3534.0,9.675564681724847,840089.0,24242.1,-1.0,-1.0,112.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0879,2026-01-16,30,1895.0,5.188227241615332,105667.0,4041.6,-1.0,-1.0,13.0,1.0,2.0,-1.0,1.0,166000.0,3208000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0880,2026-01-16,30,1976.0,5.409993155373032,248546.0,10666.5,-1.0,-1.0,1.0,2.0,7.0,1.0,3.0,962000.0,4073000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,1,-1,480000.0,-1
ACE-0881,2026-01-16,30,1303.0,3.567419575633128,143642.0,8509.5,-1.0,-1.0,7.0,1.0,1.0,1.0,1.0,908000.0,908000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0882,2026-01-16,30,2657.0,7.274469541409993,306227.0,18788.8,-1.0,-1.0,158.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0883,2026-01-16,30,3550.0,9.71937029431896,341419.0,21189.3,-1.0,-1.0,17.0,1.0,2.0,-1.0,-1.0,574000.0,942000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0884,2026-01-16,30,2047.0,5.604380561259411,138970.0,5516.8,-1.0,-1.0,122.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0885,2026-01-16,30,1142.0,3.1266255989048597,111363.0,6051.3,-1.0,-1.0,8.0,1.0,1.0,1.0,1.0,2909000.0,2909000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0886,2026-01-16,30,501.0,1.3716632443531827,37784.0,1917.5,-1.0,-1.0,142.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0887,2026-01-16,30,1225.0,3.353867214236824,430107.0,8144.9,-1.0,-1.0,40.0,-1.0,1.0,-1.0,-1.0,-1.0,316000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0888,2026-01-16,30,154.0,0.4216290212183436,20494.0,1772.8,-1.0,-1.0,6.0,1.0,2.0,1.0,1.0,954000.0,1673000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,1,1,954000.0,-1
ACE-0889,2026-01-16,30,2318.0,6.346338124572211,276971.0,7720.9,-1.0,-1.0,118.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0890,2026-01-16,30,836.0,2.2888432580424367,59969.0,2893.8,-1.0,-1.0,53.0,-1.0,1.0,-1.0,-1.0,-1.0,694000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0891,2026-01-16,30,1131.0,3.0965092402464065,102160.0,4385.1,-1.0,-1.0,13.0,1.0,4.0,-1.0,2.0,206000.0,4443000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0892,2026-01-16,30,1089.0,2.9815195071868583,356595.0,6049.4,-1.0,-1.0,221.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0893,2026-01-16,30,-63.0,-0.17248459958932238,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0894,2026-01-16,30,1137.0,3.1129363449691994,176252.0,5336.5,-1.0,-1.0,3.0,2.0,3.0,1.0,2.0,2411000.0,3885000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,1,1,1662000.0,-1
ACE-0895,2026-01-16,30,1735.0,4.7501711156741955,239998.0,8411.3,-1.0,-1.0,35.0,-1.0,3.0,-1.0,2.0,-1.0,2925000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0896,2026-01-16,30,7.0,0.019164955509924708,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0897,2026-01-16,30,1161.0,3.1786447638603694,285378.0,5960.2,-1.0,-1.0,105.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0898,2026-01-16,30,211.0,0.5776865160848734,9588.0,269.8,-1.0,-1.0,145.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0899,2026-01-16,30,1224.0,3.351129363449692,168683.0,5060.1,-1.0,-1.0,85.0,-1.0,1.0,-1.0,-1.0,-1.0,581000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0900,2026-01-16,30,3178.0,8.700889801505818,521323.0,15595.5,-1.0,-1.0,2.0,2.0,3.0,1.0,1.0,1768000.0,2051000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,1,-1,353000.0,-1
ACE-0901,2026-01-16,30,288.0,0.7885010266940452,35821.0,1109.2,-1.0,-1.0,44.0,-1.0,2.0,-1.0,2.0,-1.0,3127000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0902,2026-01-16,30,1892.0,5.1800136892539355,625575.0,12035.4,-1.0,-1.0,9.0,1.0,1.0,1.0,1.0,788000.0,788000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0903,2026-01-16,30,1296.0,3.5482546201232035,137017.0,12261.4,-1.0,-1.0,40.0,-1.0,2.0,-1.0,1.0,-1.0,1897000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0904,2026-01-16,30,1084.0,2.967830253251198,116764.0,4685.3,-1.0,-1.0,232.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0905,2026-01-16,30,9.0,0.024640657084188913,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0906,2026-01-16,30,3962.0,10.847364818617386,407011.0,13809.4,-1.0,-1.0,40.0,-1.0,1.0,-1.0,1.0,-1.0,1723000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0907,2026-01-16,30,3505.0,9.596167008898014,527599.0,12646.6,-1.0,-1.0,10.0,1.0,2.0,-1.0,1.0,758000.0,1184000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0908,2026-01-16,30,1499.0,4.1040383299110195,431479.0,8538.2,-1.0,-1.0,93.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0909,2026-01-16,30,77.0,0.2108145106091718,14660.0,291.3,-1.0,-1.0,14.0,2.0,2.0,-1.0,-1.0,866000.0,866000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0910,2026-01-16,30,3172.0,8.684462696783026,286035.0,8087.4,-1.0,-1.0,62.0,-1.0,3.0,-1.0,3.0,-1.0,3979000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0911,2026-01-16,30,155.0,0.4243668720054757,12336.0,252.7,-1.0,-1.0,88.0,-1.0,1.0,-1.0,1.0,-1.0,1190000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0912,2026-01-16,30,2883.0,7.8932238193018485,409586.0,14431.8,-1.0,-1.0,38.0,-1.0,1.0,-1.0,1.0,-1.0,2065000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0913,2026-01-16,30,1098.0,3.0061601642710474,223858.0,3462.8,-1.0,-1.0,84.0,-1.0,1.0,-1.0,1.0,-1.0,2166000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0914,2026-01-16,30,4017.0,10.99794661190965,410043.0,14158.8,-1.0,-1.0,74.0,-1.0,1.0,-1.0,-1.0,-1.0,594000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0915,2026-01-16,30,2092.0,5.727583846680356,607850.0,10325.5,-1.0,-1.0,78.0,-1.0,1.0,-1.0,1.0,-1.0,837000.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0916,2026-01-16,30,2603.0,7.12662559890486,657346.0,13789.8,-1.0,-1.0,184.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0917,2026-01-16,30,-31.0,-0.08487337440109514,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0918,2026-01-16,30,4018.0,11.000684462696784,537027.0,15551.9,-1.0,-1.0,197.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0919,2026-01-16,30,3191.0,8.736481861738536,157290.0,5995.1,-1.0,-1.0,241.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0920,2026-01-16,30,9.0,0.024640657084188913,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0921,2026-01-16,30,-18.0,-0.049281314168377825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0922,2026-01-16,30,2003.0,5.4839151266255985,632992.0,12788.6,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
ACE-0923,2026-01-16,30,1318.0,3.6084873374401094,339865.0,6943.2,-1.0,-1.0,63.0,-1.0,1.0,-1.0,1.0,-1.0,1688000.0,-1.0,-1.0,-1.0,0,2026-06-15 15:28:11.202333+00:00,-1,-1,-1.0,-1
