sku,descripcion,stock_actual,lead_time_dias,criticidad,costo_unitario_clp,cobertura_dias,fecha_calculo,sistema,cantidad_promedio_por_intervencion,n_intervenciones_proximas,stock_requerido,brecha
REP-0036,Termostato 85°C,33.0,30,media,95000.0,,2026-06-16 01:20:53.414606,sistema de enfriamiento,4.0,1,4.0,29.0
REP-0045,Caliper de freno trasero derecho para camión pesado,5.0,4,alta,185000.0,,2026-06-16 01:20:54.759505,sistema de frenos,0.0,2,0.0,5.0
REP-0046,Cilindro maestro de frenos,5.0,30,media,195000.0,,2026-06-16 01:20:56.115031,sistema de frenos,0.0,2,0.0,5.0
REP-0048,Caliper de freno trasero derecho para van,5.0,4,alta,84000.0,,2026-06-16 01:20:57.442343,sistema de frenos,0.0,2,0.0,5.0
REP-0049,Caliper de freno trasero izquierdo para auto liviano,5.0,4,alta,62000.0,,2026-06-16 01:20:58.860981,sistema de frenos,0.0,2,0.0,5.0
REP-0069,Cilindro de rueda trasero para camión pesado,5.0,3,alta,54000.0,,2026-06-16 01:21:00.288773,sistema de frenos,0.0,2,0.0,5.0
REP-0071,Cable eléctrico calibre 6,5.0,30,media,5500.0,,2026-06-16 01:21:01.637657,sistema eléctrico,5.333333333333333,0,0.0,5.0
REP-0072,Cilindro de rueda trasero para van,5.0,3,alta,24000.0,,2026-06-16 01:21:02.905516,sistema de frenos,0.0,2,0.0,5.0
REP-0073,Disco de freno delantero para auto liviano,5.0,2,alta,34000.0,,2026-06-16 01:21:04.193127,sistema de frenos,7.448275862068965,2,14.89655172413793,-9.89655172413793
REP-0075,Disco de freno delantero para bus,5.0,2,alta,75000.0,,2026-06-16 01:21:05.486355,sistema de frenos,9.0,2,18.0,-13.0
REP-0034,Turbocompresor reparado,9.0,30,media,185000.0,,2026-06-16 01:21:06.848814,motor,0.0,2,0.0,9.0
REP-0163,Zapatas de freno traseras para auto liviano,25.0,3,alta,28000.0,,2026-06-16 01:21:08.274880,sistema de frenos,4.0,2,8.0,17.0
REP-0164,Zapatas de freno traseras para bus,25.0,3,alta,62000.0,,2026-06-16 01:21:09.629348,sistema de frenos,0.0,2,0.0,25.0
REP-0165,Zapatas de freno traseras para camioneta,23.0,3,alta,35000.0,,2026-06-16 01:21:10.994874,sistema de frenos,4.0,2,8.0,15.0
REP-0166,Zapatas de freno traseras para camión liviano,25.0,3,alta,50000.0,,2026-06-16 01:21:12.414510,sistema de frenos,4.0,2,8.0,17.0
REP-0167,Zapatas de freno traseras para camión pesado,23.0,3,alta,84000.0,,2026-06-16 01:21:13.750107,sistema de frenos,0.0,2,0.0,23.0
REP-0168,Zapatas de freno traseras para van,23.0,3,alta,38000.0,,2026-06-16 01:21:15.110664,sistema de frenos,4.0,2,8.0,15.0
REP-0195,Correa de distribución para camioneta,5.0,2,alta,15000.0,,2026-06-16 01:21:16.555592,motor,4.8,2,9.6,-4.6
REP-0196,Correa de distribución para camión liviano,5.0,2,alta,22000.0,,2026-06-16 01:21:17.882312,motor,4.190476190476191,2,8.380952380952381,-3.380952380952381
REP-0197,Correa de distribución para camión pesado,5.0,2,alta,36000.0,,2026-06-16 01:21:19.163037,motor,5.0,2,10.0,-5.0
REP-0198,Correa de distribución para van,5.0,2,alta,16000.0,,2026-06-16 01:21:20.449601,motor,4.64,2,9.28,-4.28
REP-0199,Empaquetadura de culata para auto liviano,16.0,60,alta,38000.0,,2026-06-16 01:21:21.718408,motor,4.0,2,8.0,8.0
REP-0200,Empaquetadura de culata para bus,16.0,60,alta,84000.0,,2026-06-16 01:21:23.013233,motor,0.0,2,0.0,16.0
REP-0201,Empaquetadura de culata para camioneta,5.0,60,alta,48000.0,,2026-06-16 01:21:24.809385,motor,0.0,2,0.0,5.0
REP-0202,Empaquetadura de culata para camión liviano,16.0,60,alta,68000.0,,2026-06-16 01:21:26.248562,motor,0.0,2,0.0,16.0
REP-0203,Empaquetadura de culata para camión pesado,5.0,60,alta,115000.0,,2026-06-16 01:21:27.684739,motor,0.0,2,0.0,5.0
REP-0204,Empaquetadura de culata para van,5.0,60,alta,51000.0,,2026-06-16 01:21:29.021544,motor,0.0,2,0.0,5.0
REP-0205,Filtro de aire para auto liviano,5.0,2,media,7000.0,,2026-06-16 01:21:30.385410,motor,10.518518518518519,2,21.037037037037038,-16.037037037037038
REP-0206,Filtro de aire para bus,5.0,2,media,15000.0,,2026-06-16 01:21:31.723833,motor,9.714285714285714,2,19.428571428571427,-14.428571428571429
REP-0207,Filtro de aire para camioneta,5.0,2,media,9000.0,,2026-06-16 01:21:33.092397,motor,12.0,2,24.0,-19.0
REP-0217,Rodamiento auxiliar de correa de distribución para auto liviano,21.0,3,alta,18000.0,,2026-06-16 01:21:34.431251,motor,4.571428571428571,2,9.142857142857142,11.857142857142858
REP-0218,Rodamiento auxiliar de correa de distribución para bus,21.0,3,alta,40000.0,,2026-06-16 01:21:35.808871,motor,5.6,2,11.2,9.8
REP-0219,Rodamiento auxiliar de correa de distribución para camioneta,98.0,3,alta,22000.0,,2026-06-16 01:21:37.238576,motor,4.6,2,9.2,88.8
REP-0226,Soporte de motor derecho para camión liviano,5.0,4,media,81000.0,,2026-06-16 01:21:38.572367,motor,0.0,2,0.0,5.0
REP-0227,Soporte de motor derecho para camión pesado,5.0,4,media,135000.0,,2026-06-16 01:21:39.846407,motor,0.0,2,0.0,5.0
REP-0228,Soporte de motor derecho para van,5.0,4,media,61000.0,,2026-06-16 01:21:41.240422,motor,0.0,2,0.0,5.0
REP-0229,Soporte de motor izquierdo para auto liviano,5.0,4,media,45000.0,,2026-06-16 01:21:42.677304,motor,0.0,2,0.0,5.0
REP-0230,Soporte de motor izquierdo para camioneta,5.0,4,media,56000.0,,2026-06-16 01:21:44.035435,motor,0.0,2,0.0,5.0
REP-0231,Tensor de correa de accesorios para auto liviano,60.0,3,media,28000.0,,2026-06-16 01:21:45.325283,motor,4.285714285714286,2,8.571428571428571,51.42857142857143
REP-0232,Tensor de correa de accesorios para bus,60.0,3,media,62000.0,,2026-06-16 01:21:46.692672,motor,0.0,2,0.0,60.0
REP-0233,Tensor de correa de accesorios para camioneta,60.0,3,media,35000.0,,2026-06-16 01:21:48.119435,motor,5.090909090909091,2,10.181818181818182,49.81818181818182
REP-0234,Tensor de correa de accesorios para camión liviano,60.0,3,media,50000.0,,2026-06-16 01:21:49.537394,motor,5.0,2,10.0,50.0
REP-0235,Tensor de correa de accesorios para camión pesado,60.0,3,media,84000.0,,2026-06-16 01:21:50.959649,motor,0.0,2,0.0,60.0
REP-0236,Tensor de correa de accesorios para van,60.0,3,media,38000.0,,2026-06-16 01:21:52.371235,motor,5.0,2,10.0,50.0
REP-0237,Tensor de correa de distribución para auto liviano,60.0,3,alta,16000.0,,2026-06-16 01:21:53.704991,motor,4.461538461538462,2,8.923076923076923,51.07692307692308
REP-0238,Tensor de correa de distribución para bus,60.0,3,alta,35000.0,,2026-06-16 01:21:55.038867,motor,4.0,2,8.0,52.0
REP-0239,Tensor de correa de distribución para camioneta,60.0,3,alta,20000.0,,2026-06-16 01:21:56.310289,motor,4.75,2,9.5,50.5
REP-0240,Tensor de correa de distribución para camión liviano,60.0,3,alta,29000.0,,2026-06-16 01:21:57.588538,motor,5.090909090909091,2,10.181818181818182,49.81818181818182
REP-0241,Tensor de correa de distribución para camión pesado,60.0,3,alta,48000.0,,2026-06-16 01:21:58.880524,motor,5.0,2,10.0,50.0
REP-0242,Tensor de correa de distribución para van,60.0,3,alta,22000.0,,2026-06-16 01:22:00.247443,motor,4.421052631578948,2,8.842105263157896,51.1578947368421
REP-0243,Válvula PCV para auto liviano,55.0,3,media,12000.0,,2026-06-16 01:22:01.671731,motor,5.333333333333333,2,10.666666666666666,44.333333333333336
REP-0244,Válvula PCV para bus,55.0,3,media,26000.0,,2026-06-16 01:22:03.018768,motor,4.0,2,8.0,47.0
REP-0245,Válvula PCV para camioneta,55.0,3,media,15000.0,,2026-06-16 01:22:04.302251,motor,4.4,2,8.8,46.2
REP-0246,Válvula PCV para camión liviano,55.0,3,media,22000.0,,2026-06-16 01:22:05.703269,motor,4.0,2,8.0,47.0
REP-0247,Válvula PCV para camión pesado,55.0,3,media,36000.0,,2026-06-16 01:22:07.113454,motor,4.0,2,8.0,47.0
REP-0248,Válvula PCV para van,55.0,3,media,16000.0,,2026-06-16 01:22:08.529333,motor,4.666666666666667,2,9.333333333333334,45.666666666666664
REP-0249,Bomba de agua para auto liviano,5.0,2,alta,24000.0,,2026-06-16 01:22:09.865024,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0250,Bomba de agua para bus,5.0,2,alta,53000.0,,2026-06-16 01:22:11.242584,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0251,Bomba de agua para camioneta,5.0,2,alta,30000.0,,2026-06-16 01:22:12.571733,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0252,Bomba de agua para camión liviano,5.0,2,alta,43000.0,,2026-06-16 01:22:13.848087,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0253,Bomba de agua para camión pesado,5.0,2,alta,72000.0,,2026-06-16 01:22:15.129403,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0254,Bomba de agua para van,5.0,2,alta,32000.0,,2026-06-16 01:22:16.484772,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0255,Depósito de refrigerante para auto liviano,5.0,4,media,22000.0,,2026-06-16 01:22:17.848243,sistema de enfriamiento,12.666666666666666,1,12.666666666666666,-7.666666666666667
REP-0256,Depósito de refrigerante para bus,5.0,4,media,48000.0,,2026-06-16 01:22:19.152786,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0257,Depósito de refrigerante para camioneta,5.0,4,media,28000.0,,2026-06-16 01:22:20.439595,sistema de enfriamiento,14.666666666666666,1,14.666666666666666,-9.666666666666666
REP-0258,Depósito de refrigerante para camión liviano,5.0,4,media,40000.0,,2026-06-16 01:22:21.723328,sistema de enfriamiento,13.333333333333334,1,13.333333333333334,-8.333333333333334
REP-0259,Depósito de refrigerante para camión pesado,5.0,4,media,66000.0,,2026-06-16 01:22:23.008444,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0260,Depósito de refrigerante para van,5.0,4,media,30000.0,,2026-06-16 01:22:24.388247,sistema de enfriamiento,14.0,1,14.0,-9.0
REP-0261,Electroventilador de radiador para auto liviano,16.0,4,alta,70000.0,,2026-06-16 01:22:25.805745,sistema de enfriamiento,5.230769230769231,1,5.230769230769231,10.76923076923077
REP-0262,Electroventilador de radiador para bus,16.0,4,alta,155000.0,,2026-06-16 01:22:27.239836,sistema de enfriamiento,4.666666666666667,1,4.666666666666667,11.333333333333334
REP-0263,Electroventilador de radiador para camioneta,16.0,4,alta,88000.0,,2026-06-16 01:22:28.671686,sistema de enfriamiento,4.695652173913044,1,4.695652173913044,11.304347826086957
REP-0264,Electroventilador de radiador para camión liviano,16.0,4,alta,125000.0,,2026-06-16 01:22:30.098184,sistema de enfriamiento,4.75,1,4.75,11.25
REP-0265,Electroventilador de radiador para camión pesado,16.0,4,alta,210000.0,,2026-06-16 01:22:31.437054,sistema de enfriamiento,4.0,1,4.0,12.0
REP-0266,Electroventilador de radiador para van,16.0,4,alta,94000.0,,2026-06-16 01:22:32.800789,sistema de enfriamiento,4.8,1,4.8,11.2
REP-0267,Manguera inferior de radiador para auto liviano,5.0,3,alta,16000.0,,2026-06-16 01:22:34.248026,sistema de enfriamiento,4.2727272727272725,1,4.2727272727272725,0.7272727272727273
REP-0268,Manguera inferior de radiador para bus,5.0,3,alta,35000.0,,2026-06-16 01:22:35.605647,sistema de enfriamiento,4.8,1,4.8,0.2
REP-0269,Manguera inferior de radiador para camioneta,5.0,3,alta,20000.0,,2026-06-16 01:22:36.882652,sistema de enfriamiento,4.3428571428571425,1,4.3428571428571425,0.6571428571428571
REP-0270,Manguera inferior de radiador para camión liviano,5.0,3,alta,29000.0,,2026-06-16 01:22:38.166621,sistema de enfriamiento,4.827586206896552,1,4.827586206896552,0.1724137931034483
REP-0271,Manguera inferior de radiador para camión pesado,5.0,3,alta,48000.0,,2026-06-16 01:22:39.533366,sistema de enfriamiento,5.333333333333333,1,5.333333333333333,-0.3333333333333333
REP-0280,Radiador de agua para bus,4.0,4,alta,145000.0,,2026-06-16 01:22:40.872107,sistema de enfriamiento,4.0,1,4.0,0.0
REP-0296,Refrigerante listo para usar para van,33.0,2,media,12000.0,,2026-06-16 01:22:42.637737,sistema de enfriamiento,10.222222222222221,1,10.222222222222221,22.77777777777778
REP-0302,Tapa de radiador para auto liviano,160.0,2,media,6000.0,,2026-06-16 01:22:44.073607,sistema de enfriamiento,4.4,1,4.4,155.6
REP-0303,Tapa de radiador para bus,160.0,2,media,13000.0,,2026-06-16 01:22:45.415614,sistema de enfriamiento,5.333333333333333,1,5.333333333333333,154.66666666666666
REP-0304,Tapa de radiador para camioneta,160.0,2,media,7500.0,,2026-06-16 01:22:46.702982,sistema de enfriamiento,6.0,1,6.0,154.0
REP-0305,Tapa de radiador para camión liviano,160.0,2,media,11000.0,,2026-06-16 01:22:48.073523,sistema de enfriamiento,4.666666666666667,1,4.666666666666667,155.33333333333334
REP-0306,Tapa de radiador para camión pesado,160.0,2,media,18000.0,,2026-06-16 01:22:49.510028,sistema de enfriamiento,4.0,1,4.0,156.0
REP-0307,Tapa de radiador para van,160.0,2,media,8000.0,,2026-06-16 01:22:50.854268,sistema de enfriamiento,4.5,1,4.5,155.5
REP-0308,Termostato para auto liviano,33.0,3,alta,12000.0,,2026-06-16 01:22:52.157936,sistema de enfriamiento,4.8,1,4.8,28.2
REP-0309,Termostato para bus,33.0,3,alta,26000.0,,2026-06-16 01:22:53.448755,sistema de enfriamiento,4.857142857142857,1,4.857142857142857,28.142857142857142
REP-0310,Termostato para camioneta,33.0,3,alta,15000.0,,2026-06-16 01:22:54.757807,sistema de enfriamiento,5.714285714285714,1,5.714285714285714,27.285714285714285
REP-0311,Termostato para camión liviano,33.0,3,alta,22000.0,,2026-06-16 01:22:56.129742,sistema de enfriamiento,5.333333333333333,1,5.333333333333333,27.666666666666668
REP-0312,Termostato para camión pesado,33.0,3,alta,36000.0,,2026-06-16 01:22:57.554396,sistema de enfriamiento,6.0,1,6.0,27.0
REP-0313,Termostato para van,33.0,3,alta,16000.0,,2026-06-16 01:22:58.973768,sistema de enfriamiento,5.142857142857143,1,5.142857142857143,27.857142857142858
REP-0314,Aceite ATF para transmisión automática para auto liviano,5.0,2,media,22000.0,,2026-06-16 01:23:00.392306,transmisión,13.08108108108108,0,0.0,5.0
REP-0315,Aceite ATF para transmisión automática para bus,5.0,2,media,48000.0,,2026-06-16 01:23:01.813010,transmisión,12.0,0,0.0,5.0
REP-0316,Aceite ATF para transmisión automática para camioneta,15.0,2,media,28000.0,,2026-06-16 01:23:03.157601,transmisión,13.44,0,0.0,15.0
REP-0317,Aceite ATF para transmisión automática para camión liviano,15.0,2,media,40000.0,,2026-06-16 01:23:04.525293,transmisión,13.666666666666666,0,0.0,15.0
REP-0329,Cilindro esclavo de embrague para camión liviano,5.0,4,alta,54000.0,,2026-06-16 01:23:05.941672,transmisión,5.0,0,0.0,5.0
REP-0330,Cilindro esclavo de embrague para camión pesado,5.0,4,alta,90000.0,,2026-06-16 01:23:07.351919,transmisión,4.0,0,0.0,5.0
REP-0331,Cilindro esclavo de embrague para van,5.0,4,alta,40000.0,,2026-06-16 01:23:08.677571,transmisión,4.0,0,0.0,5.0
REP-0332,Cilindro maestro de embrague para auto liviano,5.0,4,alta,35000.0,,2026-06-16 01:23:09.942006,transmisión,4.444444444444445,0,0.0,5.0
REP-0333,Cilindro maestro de embrague para bus,5.0,4,alta,77000.0,,2026-06-16 01:23:11.278998,transmisión,5.0,0,0.0,5.0
REP-0334,Cilindro maestro de embrague para camioneta,5.0,4,alta,44000.0,,2026-06-16 01:23:12.638136,transmisión,4.285714285714286,0,0.0,5.0
REP-0335,Cilindro maestro de embrague para camión liviano,5.0,4,alta,63000.0,,2026-06-16 01:23:13.975650,transmisión,5.333333333333333,0,0.0,5.0
REP-0336,Cilindro maestro de embrague para camión pesado,5.0,4,alta,105000.0,,2026-06-16 01:23:15.337693,transmisión,4.0,0,0.0,5.0
REP-0337,Cilindro maestro de embrague para van,15.0,4,alta,47000.0,,2026-06-16 01:23:16.681214,transmisión,4.0,0,0.0,15.0
REP-0338,Disco de embrague para auto liviano,15.0,4,alta,48000.0,,2026-06-16 01:23:18.055242,transmisión,11.2,0,0.0,15.0
REP-0339,Disco de embrague para bus,10.0,4,alta,105000.0,,2026-06-16 01:23:19.401430,transmisión,12.0,0,0.0,10.0
REP-0340,Disco de embrague para camioneta,10.0,4,alta,60000.0,,2026-06-16 01:23:20.673877,transmisión,9.714285714285714,0,0.0,10.0
REP-0341,Disco de embrague para camión liviano,10.0,4,alta,86000.0,,2026-06-16 01:23:22.041929,transmisión,11.2,0,0.0,10.0
REP-0343,Disco de embrague para van,10.0,4,alta,65000.0,,2026-06-16 01:23:23.459315,transmisión,12.8,0,0.0,10.0
REP-0344,Kit de embrague para auto liviano,10.0,4,alta,72000.0,,2026-06-16 01:23:24.877864,transmisión,4.0,0,0.0,10.0
REP-0345,Kit de embrague para bus,10.0,4,alta,160000.0,,2026-06-16 01:23:26.243071,transmisión,6.0,0,0.0,10.0
REP-0347,Kit de embrague para camión liviano,10.0,4,alta,130000.0,,2026-06-16 01:23:27.637062,transmisión,4.0,0,0.0,10.0
REP-0349,Kit de embrague para van,10.0,4,alta,97000.0,,2026-06-16 01:23:29.060842,transmisión,4.0,0,0.0,10.0
REP-0350,Piola de embrague para auto liviano,10.0,3,alta,22000.0,,2026-06-16 01:23:30.496674,transmisión,4.5,0,0.0,10.0
REP-0351,Piola de embrague para bus,10.0,3,alta,48000.0,,2026-06-16 01:23:31.909849,transmisión,4.363636363636363,0,0.0,10.0
REP-0352,Piola de embrague para camioneta,10.0,3,alta,28000.0,,2026-06-16 01:23:33.245664,transmisión,5.142857142857143,0,0.0,10.0
REP-0353,Piola de embrague para camión liviano,10.0,3,alta,40000.0,,2026-06-16 01:23:34.544727,transmisión,4.363636363636363,0,0.0,10.0
REP-0354,Piola de embrague para camión pesado,10.0,3,alta,66000.0,,2026-06-16 01:23:35.833008,transmisión,5.0,0,0.0,10.0
REP-0355,Piola de embrague para van,10.0,3,alta,30000.0,,2026-06-16 01:23:37.192675,transmisión,4.363636363636363,0,0.0,10.0
REP-0356,Piola selectora de cambios para auto liviano,15.0,4,media,35000.0,,2026-06-16 01:23:38.469187,transmisión,5.6,0,0.0,15.0
REP-0357,Piola selectora de cambios para bus,15.0,4,media,77000.0,,2026-06-16 01:23:39.823878,transmisión,4.0,0,0.0,15.0
REP-0358,Piola selectora de cambios para camioneta,15.0,4,media,44000.0,,2026-06-16 01:23:41.276862,transmisión,4.0,0,0.0,15.0
REP-0359,Piola selectora de cambios para camión liviano,15.0,4,media,63000.0,,2026-06-16 01:23:42.608256,transmisión,4.0,0,0.0,15.0
REP-0360,Piola selectora de cambios para van,15.0,4,media,47000.0,,2026-06-16 01:23:43.971409,transmisión,4.0,0,0.0,15.0
REP-0361,Prensa de embrague para auto liviano,10.0,4,alta,60000.0,,2026-06-16 01:23:45.392094,transmisión,4.7272727272727275,0,0.0,10.0
REP-0367,Rodamiento de empuje de embrague para auto liviano,6.0,4,alta,22000.0,,2026-06-16 01:23:46.800245,transmisión,4.0,0,0.0,6.0
REP-0368,Rodamiento de empuje de embrague para bus,5.0,4,alta,48000.0,,2026-06-16 01:23:48.126876,transmisión,4.0,0,0.0,5.0
REP-0369,Rodamiento de empuje de embrague para camioneta,9.0,4,alta,28000.0,,2026-06-16 01:23:49.501101,transmisión,5.6,0,0.0,9.0
REP-0370,Rodamiento de empuje de embrague para camión liviano,8.0,4,alta,40000.0,,2026-06-16 01:23:50.837988,transmisión,4.444444444444445,0,0.0,8.0
REP-0371,Rodamiento de empuje de embrague para camión pesado,9.0,4,alta,66000.0,,2026-06-16 01:23:52.204068,transmisión,4.8,0,0.0,9.0
REP-0372,Rodamiento de empuje de embrague para van,5.0,4,alta,30000.0,,2026-06-16 01:23:53.542746,transmisión,5.090909090909091,0,0.0,5.0
REP-0378,Soporte de caja de cambios para van,15.0,4,media,57000.0,,2026-06-16 01:23:54.902666,transmisión,4.571428571428571,0,0.0,15.0
REP-0379,Alternador para auto liviano,10.0,4,alta,90000.0,,2026-06-16 01:23:56.246032,sistema eléctrico,4.571428571428571,0,0.0,10.0
REP-0380,Alternador para bus,10.0,4,alta,200000.0,,2026-06-16 01:23:57.531863,sistema eléctrico,4.0,0,0.0,10.0
REP-0381,Alternador para camioneta,10.0,4,alta,110000.0,,2026-06-16 01:23:58.905100,sistema eléctrico,4.7272727272727275,0,0.0,10.0
REP-0382,Alternador para camión liviano,10.0,4,alta,160000.0,,2026-06-16 01:24:00.246167,sistema eléctrico,4.0,0,0.0,10.0
REP-0384,Alternador para van,10.0,4,alta,120000.0,,2026-06-16 01:24:01.530530,sistema eléctrico,4.0,0,0.0,10.0
REP-0391,Batería 45 Ah para auto liviano,10.0,2,alta,85000.0,,2026-06-16 01:24:02.802929,sistema eléctrico,5.333333333333333,0,0.0,10.0
REP-0392,Batería 45 Ah para bus,10.0,2,alta,185000.0,,2026-06-16 01:24:04.080455,sistema eléctrico,4.0,0,0.0,10.0
REP-0393,Batería 45 Ah para camioneta,10.0,2,alta,105000.0,,2026-06-16 01:24:05.450200,sistema eléctrico,4.0,0,0.0,10.0
REP-0394,Batería 45 Ah para camión liviano,10.0,2,alta,155000.0,,2026-06-16 01:24:06.863983,sistema eléctrico,4.0,0,0.0,10.0
REP-0395,Batería 45 Ah para camión pesado,10.0,2,alta,255000.0,,2026-06-16 01:24:08.200875,sistema eléctrico,4.0,0,0.0,10.0
REP-0396,Batería 45 Ah para van,10.0,2,alta,115000.0,,2026-06-16 01:24:09.478041,sistema eléctrico,4.571428571428571,0,0.0,10.0
REP-0397,Batería 60 Ah para auto liviano,10.0,2,alta,105000.0,,2026-06-16 01:24:10.841835,sistema eléctrico,4.0,0,0.0,10.0
REP-0398,Batería 60 Ah para bus,15.0,2,alta,230000.0,,2026-06-16 01:24:12.254313,sistema eléctrico,4.0,0,0.0,15.0
REP-0399,Batería 60 Ah para camioneta,15.0,2,alta,130000.0,,2026-06-16 01:24:13.670382,sistema eléctrico,4.0,0,0.0,15.0
REP-0424,Borne de batería negativo para camión liviano,15.0,2,media,9000.0,,2026-06-16 01:24:15.007357,sistema eléctrico,4.363636363636363,0,0.0,15.0
REP-0425,Borne de batería negativo para camión pesado,15.0,2,media,15000.0,,2026-06-16 01:24:16.275955,sistema eléctrico,4.571428571428571,0,0.0,15.0
REP-0426,Borne de batería negativo para van,15.0,2,media,7000.0,,2026-06-16 01:24:17.556916,sistema eléctrico,4.0,0,0.0,15.0
REP-0427,Borne de batería positivo para auto liviano,15.0,2,media,5000.0,,2026-06-16 01:24:18.833581,sistema eléctrico,4.285714285714286,0,0.0,15.0
REP-0428,Borne de batería positivo para bus,15.0,2,media,11000.0,,2026-06-16 01:24:20.124102,sistema eléctrico,4.5,0,0.0,15.0
REP-0429,Borne de batería positivo para camioneta,15.0,2,media,6000.0,,2026-06-16 01:24:21.492200,sistema eléctrico,4.444444444444445,0,0.0,15.0
REP-0430,Borne de batería positivo para camión liviano,15.0,2,media,9000.0,,2026-06-16 01:24:22.913323,sistema eléctrico,5.230769230769231,0,0.0,15.0
REP-0431,Borne de batería positivo para camión pesado,15.0,2,media,15000.0,,2026-06-16 01:24:24.258617,sistema eléctrico,4.7272727272727275,0,0.0,15.0
REP-0432,Borne de batería positivo para van,15.0,2,media,7000.0,,2026-06-16 01:24:25.558002,sistema eléctrico,5.0,0,0.0,15.0
REP-0433,Juego de cables de bujía para auto liviano,15.0,3,media,22000.0,,2026-06-16 01:24:26.959015,sistema eléctrico,4.571428571428571,0,0.0,15.0
REP-0434,Juego de cables de bujía para bus,15.0,3,media,48000.0,,2026-06-16 01:24:28.393121,sistema eléctrico,4.25,0,0.0,15.0
REP-0435,Juego de cables de bujía para camioneta,15.0,3,media,28000.0,,2026-06-16 01:24:29.744099,sistema eléctrico,4.461538461538462,0,0.0,15.0
REP-0436,Juego de cables de bujía para camión liviano,15.0,3,media,40000.0,,2026-06-16 01:24:31.042317,sistema eléctrico,4.0,0,0.0,15.0
REP-0437,Juego de cables de bujía para camión pesado,15.0,3,media,66000.0,,2026-06-16 01:24:32.425064,sistema eléctrico,4.0,0,0.0,15.0
REP-0438,Juego de cables de bujía para van,15.0,3,media,30000.0,,2026-06-16 01:24:33.858014,sistema eléctrico,5.043478260869565,0,0.0,15.0
REP-0445,Polea de alternador para auto liviano,15.0,4,media,24000.0,,2026-06-16 01:24:35.297079,sistema eléctrico,4.296296296296297,0,0.0,15.0
REP-0446,Polea de alternador para bus,15.0,4,media,53000.0,,2026-06-16 01:24:36.726302,sistema eléctrico,5.0,0,0.0,15.0
REP-0447,Polea de alternador para camioneta,15.0,4,media,30000.0,,2026-06-16 01:24:38.424137,sistema eléctrico,4.888888888888889,0,0.0,15.0
REP-0448,Polea de alternador para camión liviano,15.0,4,media,43000.0,,2026-06-16 01:24:39.706133,sistema eléctrico,5.176470588235294,0,0.0,15.0
REP-0449,Polea de alternador para camión pesado,15.0,4,media,72000.0,,2026-06-16 01:24:41.075712,sistema eléctrico,4.571428571428571,0,0.0,15.0
REP-0450,Polea de alternador para van,15.0,4,media,32000.0,,2026-06-16 01:24:42.523769,sistema eléctrico,5.4,0,0.0,15.0
REP-0457,Relay principal para auto liviano,75.0,2,media,7000.0,,2026-06-16 01:24:43.957181,sistema eléctrico,6.666666666666667,0,0.0,75.0
REP-0459,Amortiguador delantero derecho para auto liviano,8.0,2,alta,24000.0,,2026-06-16 01:24:45.376483,suspensión,5.0,1,5.0,3.0
REP-0460,Amortiguador delantero derecho para bus,8.0,2,alta,53000.0,,2026-06-16 01:24:46.805539,suspensión,4.0,1,4.0,4.0
REP-0461,Amortiguador delantero derecho para camioneta,8.0,2,alta,30000.0,,2026-06-16 01:24:48.146680,suspensión,5.0,1,5.0,3.0
REP-0462,Amortiguador delantero derecho para camión liviano,8.0,2,alta,43000.0,,2026-06-16 01:24:49.445150,suspensión,4.0,1,4.0,4.0
