sku,descripcion,sistema,componente,proveedor_principal,lead_time_dias_promedio,costo_unitario_clp,stock_actual,stock_minimo,criticidad,rotacion,activo,updated_at
REP-0405,Batería 65 Ah EFB para camioneta,Sistema eléctrico,null,No indicado,2,205000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0406,Batería 65 Ah EFB para camión liviano,Sistema eléctrico,null,No indicado,2,295000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0407,Batería 65 Ah EFB para camión pesado,Sistema eléctrico,null,No indicado,2,495000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0408,Batería 65 Ah EFB para van,Sistema eléctrico,null,No indicado,2,225000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0409,Batería 90 Ah para auto liviano,Sistema eléctrico,null,No indicado,2,180000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0410,Batería 90 Ah para bus,Sistema eléctrico,null,No indicado,2,400000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0411,Batería 90 Ah para camioneta,Sistema eléctrico,null,No indicado,2,230000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0412,Batería 90 Ah para camión liviano,Sistema eléctrico,null,No indicado,2,330000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0413,Batería 90 Ah para camión pesado,Sistema eléctrico,null,No indicado,2,550000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0414,Batería 90 Ah para van,Sistema eléctrico,null,No indicado,2,245000,25,25,alta,media,true,2026-05-22 20:41:10.387996
REP-0415,Bobina de encendido para auto liviano,Sistema eléctrico,null,No indicado,3,32000,25,25,media,media,true,2026-05-22 20:41:10.387996
REP-0416,Bobina de encendido para bus,Sistema eléctrico,null,No indicado,3,70000,25,25,media,media,true,2026-05-22 20:41:10.387996
REP-0417,Bobina de encendido para camioneta,Sistema eléctrico,null,No indicado,3,40000,25,25,media,media,true,2026-05-22 20:41:10.387996
REP-0418,Bobina de encendido para camión liviano,Sistema eléctrico,null,No indicado,3,58000,25,25,media,media,true,2026-05-22 20:41:10.387996
REP-0419,Bobina de encendido para camión pesado,Sistema eléctrico,null,No indicado,3,96000,25,25,media,media,true,2026-05-22 20:41:10.387996
REP-0420,Bobina de encendido para van,Sistema eléctrico,null,No indicado,3,43000,25,25,media,media,true,2026-05-22 20:41:10.387996
REP-0421,Borne de batería negativo para auto liviano,Sistema eléctrico,null,No indicado,2,5000,25,25,media,media,true,2026-05-22 20:41:10.387996
REP-0422,Borne de batería negativo para bus,Sistema eléctrico,null,No indicado,2,11000,25,25,media,media,true,2026-05-22 20:41:10.387996
REP-0423,Borne de batería negativo para camioneta,Sistema eléctrico,null,No indicado,2,6000,25,25,media,media,true,2026-05-22 20:41:10.387996
REP-0424,Borne de batería negativo para camión liviano,Sistema eléctrico,null,No indicado,2,9000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0425,Borne de batería negativo para camión pesado,Sistema eléctrico,null,No indicado,2,15000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0426,Borne de batería negativo para van,Sistema eléctrico,null,No indicado,2,7000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0427,Borne de batería positivo para auto liviano,Sistema eléctrico,null,No indicado,2,5000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0428,Borne de batería positivo para bus,Sistema eléctrico,null,No indicado,2,11000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0429,Borne de batería positivo para camioneta,Sistema eléctrico,null,No indicado,2,6000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0430,Borne de batería positivo para camión liviano,Sistema eléctrico,null,No indicado,2,9000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0431,Borne de batería positivo para camión pesado,Sistema eléctrico,null,No indicado,2,15000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0432,Borne de batería positivo para van,Sistema eléctrico,null,No indicado,2,7000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0433,Juego de cables de bujía para auto liviano,Sistema eléctrico,null,No indicado,3,22000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0434,Juego de cables de bujía para bus,Sistema eléctrico,null,No indicado,3,48000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0435,Juego de cables de bujía para camioneta,Sistema eléctrico,null,No indicado,3,28000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0436,Juego de cables de bujía para camión liviano,Sistema eléctrico,null,No indicado,3,40000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0437,Juego de cables de bujía para camión pesado,Sistema eléctrico,null,No indicado,3,66000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0438,Juego de cables de bujía para van,Sistema eléctrico,null,No indicado,3,30000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0439,Motor de partida para auto liviano,Sistema eléctrico,null,No indicado,4,95000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0440,Motor de partida para bus,Sistema eléctrico,null,No indicado,4,210000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0441,Motor de partida para camioneta,Sistema eléctrico,null,No indicado,4,120000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0442,Motor de partida para camión liviano,Sistema eléctrico,null,No indicado,4,170000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0443,Motor de partida para camión pesado,Sistema eléctrico,null,No indicado,4,285000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0444,Motor de partida para van,Sistema eléctrico,null,No indicado,4,130000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0445,Polea de alternador para auto liviano,Sistema eléctrico,null,No indicado,4,24000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0446,Polea de alternador para bus,Sistema eléctrico,null,No indicado,4,53000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0447,Polea de alternador para camioneta,Sistema eléctrico,null,No indicado,4,30000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0448,Polea de alternador para camión liviano,Sistema eléctrico,null,No indicado,4,43000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0449,Polea de alternador para camión pesado,Sistema eléctrico,null,No indicado,4,72000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0450,Polea de alternador para van,Sistema eléctrico,null,No indicado,4,32000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0451,Regulador de voltaje para auto liviano,Sistema eléctrico,null,No indicado,4,28000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0452,Regulador de voltaje para bus,Sistema eléctrico,null,No indicado,4,62000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0453,Regulador de voltaje para camioneta,Sistema eléctrico,null,No indicado,4,35000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0454,Regulador de voltaje para camión liviano,Sistema eléctrico,null,No indicado,4,50000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0455,Regulador de voltaje para camión pesado,Sistema eléctrico,null,No indicado,4,84000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0456,Regulador de voltaje para van,Sistema eléctrico,null,No indicado,4,38000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0457,Relay principal para auto liviano,Sistema eléctrico,null,No indicado,2,7000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0458,Relay principal para camioneta,Sistema eléctrico,null,No indicado,2,9000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0459,Amortiguador delantero derecho para auto liviano,Suspensión,null,No indicado,2,24000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0460,Amortiguador delantero derecho para bus,Suspensión,null,No indicado,2,53000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0461,Amortiguador delantero derecho para camioneta,Suspensión,null,No indicado,2,30000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0462,Amortiguador delantero derecho para camión liviano,Suspensión,null,No indicado,2,43000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0463,Amortiguador delantero derecho para camión pesado,Suspensión,null,No indicado,2,72000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0464,Amortiguador delantero derecho para van,Suspensión,null,No indicado,2,32000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0465,Amortiguador delantero izquierdo para auto liviano,Suspensión,null,No indicado,2,24000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0466,Amortiguador delantero izquierdo para bus,Suspensión,null,No indicado,2,53000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0467,Amortiguador delantero izquierdo para camioneta,Suspensión,null,No indicado,2,30000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0468,Amortiguador delantero izquierdo para camión liviano,Suspensión,null,No indicado,2,43000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0469,Amortiguador delantero izquierdo para camión pesado,Suspensión,null,No indicado,2,72000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0470,Amortiguador delantero izquierdo para van,Suspensión,null,No indicado,2,32000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0471,Amortiguador trasero derecho para auto liviano,Suspensión,null,No indicado,2,20000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0472,Amortiguador trasero derecho para bus,Suspensión,null,No indicado,2,45000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0473,Amortiguador trasero derecho para camioneta,Suspensión,null,No indicado,2,26000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0474,Amortiguador trasero derecho para camión liviano,Suspensión,null,No indicado,2,37000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0475,Amortiguador trasero derecho para camión pesado,Suspensión,null,No indicado,2,61000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0476,Amortiguador trasero derecho para van,Suspensión,null,No indicado,2,28000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0477,Amortiguador trasero izquierdo para auto liviano,Suspensión,null,No indicado,2,20000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0478,Amortiguador trasero izquierdo para bus,Suspensión,null,No indicado,2,45000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0479,Amortiguador trasero izquierdo para camioneta,Suspensión,null,No indicado,2,26000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0480,Amortiguador trasero izquierdo para camión liviano,Suspensión,null,No indicado,2,37000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0481,Amortiguador trasero izquierdo para camión pesado,Suspensión,null,No indicado,2,61000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0482,Amortiguador trasero izquierdo para van,Suspensión,null,No indicado,2,28000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0483,Bandeja de suspensión delantera derecha para auto liviano,Suspensión,null,No indicado,3,52000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0484,Bandeja de suspensión delantera derecha para bus,Suspensión,null,No indicado,3,115000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0485,Bandeja de suspensión delantera derecha para camioneta,Suspensión,null,No indicado,3,65000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0486,Bandeja de suspensión delantera derecha para camión liviano,Suspensión,null,No indicado,3,94000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0487,Bandeja de suspensión delantera derecha para camión pesado,Suspensión,null,No indicado,3,155000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0488,Bandeja de suspensión delantera derecha para van,Suspensión,null,No indicado,3,70000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0489,Bandeja de suspensión delantera izquierda para auto liviano,Suspensión,null,No indicado,3,52000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0490,Bandeja de suspensión delantera izquierda para bus,Suspensión,null,No indicado,3,115000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0491,Bandeja de suspensión delantera izquierda para camioneta,Suspensión,null,No indicado,3,65000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0492,Bandeja de suspensión delantera izquierda para camión liviano,Suspensión,null,No indicado,3,94000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0493,Bandeja de suspensión delantera izquierda para camión pesado,Suspensión,null,No indicado,3,155000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0494,Bandeja de suspensión delantera izquierda para van,Suspensión,null,No indicado,3,70000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0495,Bandeja de suspensión trasera derecha para auto liviano,Suspensión,null,No indicado,4,70000,3,3,media,baja,true,2026-05-22 20:41:10.387996
REP-0496,Bandeja de suspensión trasera derecha para bus,Suspensión,null,No indicado,4,155000,3,3,media,baja,true,2026-05-22 20:41:10.387996
REP-0497,Bandeja de suspensión trasera derecha para camioneta,Suspensión,null,No indicado,4,88000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0498,Bandeja de suspensión trasera derecha para camión liviano,Suspensión,null,No indicado,4,125000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0499,Bandeja de suspensión trasera derecha para camión pesado,Suspensión,null,No indicado,4,210000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0500,Bandeja de suspensión trasera derecha para van,Suspensión,null,No indicado,4,94000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0501,Bandeja de suspensión trasera izquierda para auto liviano,Suspensión,null,No indicado,4,70000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0502,Bandeja de suspensión trasera izquierda para bus,Suspensión,null,No indicado,4,155000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0503,Bandeja de suspensión trasera izquierda para camioneta,Suspensión,null,No indicado,4,88000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0504,Bandeja de suspensión trasera izquierda para camión liviano,Suspensión,null,No indicado,4,125000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0505,Bandeja de suspensión trasera izquierda para camión pesado,Suspensión,null,No indicado,4,210000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0506,Bandeja de suspensión trasera izquierda para van,Suspensión,null,No indicado,4,94000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0507,Bieleta de barra estabilizadora delantera para auto liviano,Suspensión,null,No indicado,2,12000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0508,Bieleta de barra estabilizadora delantera para bus,Suspensión,null,No indicado,2,26000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0509,Bieleta de barra estabilizadora delantera para camioneta,Suspensión,null,No indicado,2,15000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0510,Bieleta de barra estabilizadora delantera para camión liviano,Suspensión,null,No indicado,2,22000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0511,Bieleta de barra estabilizadora delantera para camión pesado,Suspensión,null,No indicado,2,36000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0512,Bieleta de barra estabilizadora delantera para van,Suspensión,null,No indicado,2,16000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0513,Bieleta de barra estabilizadora trasera para auto liviano,Suspensión,null,No indicado,2,12000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0514,Bieleta de barra estabilizadora trasera para bus,Suspensión,null,No indicado,2,26000,0,0,media,media,true,2026-05-22 20:41:10.387996
REP-0515,Bieleta de barra estabilizadora trasera para camioneta,Suspensión,null,No indicado,2,15000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0516,Bieleta de barra estabilizadora trasera para camión liviano,Suspensión,null,No indicado,2,22000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0517,Bieleta de barra estabilizadora trasera para camión pesado,Suspensión,null,No indicado,2,36000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0518,Bieleta de barra estabilizadora trasera para van,Suspensión,null,No indicado,2,16000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0519,Buje de bandeja de suspensión delantera para auto liviano,Suspensión,null,No indicado,2,9000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0520,Buje de bandeja de suspensión delantera para bus,Suspensión,null,No indicado,2,20000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0521,Buje de bandeja de suspensión delantera para camioneta,Suspensión,null,No indicado,2,11000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0522,Buje de bandeja de suspensión delantera para camión liviano,Suspensión,null,No indicado,2,16000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0523,Buje de bandeja de suspensión delantera para camión pesado,Suspensión,null,No indicado,2,27000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0524,Buje de bandeja de suspensión delantera para van,Suspensión,null,No indicado,2,12000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0525,Buje de barra estabilizadora delantera para auto liviano,Suspensión,null,No indicado,2,6000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0526,Buje de barra estabilizadora delantera para bus,Suspensión,null,No indicado,2,13000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0527,Buje de barra estabilizadora delantera para camioneta,Suspensión,null,No indicado,2,7500,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0528,Buje de barra estabilizadora delantera para camión liviano,Suspensión,null,No indicado,2,11000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0529,Buje de barra estabilizadora delantera para camión pesado,Suspensión,null,No indicado,2,18000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0530,Buje de barra estabilizadora delantera para van,Suspensión,null,No indicado,2,8000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0531,Cazoleta de amortiguador delantero para auto liviano,Suspensión,null,No indicado,3,18000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0532,Cazoleta de amortiguador delantero para bus,Suspensión,null,No indicado,3,40000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0533,Cazoleta de amortiguador delantero para camioneta,Suspensión,null,No indicado,3,22000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0534,Cazoleta de amortiguador delantero para camión liviano,Suspensión,null,No indicado,3,32000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0535,Cazoleta de amortiguador delantero para camión pesado,Suspensión,null,No indicado,3,54000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0536,Cazoleta de amortiguador delantero para van,Suspensión,null,No indicado,3,24000,2,2,media,media,true,2026-05-22 20:41:10.387996
REP-0537,Rótula inferior delantera para auto liviano,Suspensión,null,No indicado,2,17000,2,2,alta,media,true,2026-05-22 20:41:10.387996
REP-0538,Rótula inferior delantera para bus,Suspensión,null,No indicado,2,37000,2,2,alta,media,true,2026-05-22 20:41:10.387996
REP-0539,Rótula inferior delantera para camioneta,Suspensión,null,No indicado,2,21000,2,2,alta,media,true,2026-05-22 20:41:10.387996
REP-0540,Rótula inferior delantera para camión liviano,Suspensión,null,No indicado,2,31000,2,2,alta,media,true,2026-05-22 20:41:10.387996
REP-0541,Rótula inferior delantera para camión pesado,Suspensión,null,No indicado,2,51000,2,2,alta,media,true,2026-05-22 20:41:10.387996
REP-0542,Rótula inferior delantera para van,Suspensión,null,No indicado,2,23000,2,2,alta,media,true,2026-05-22 20:41:10.387996
REP-0543,Rótula superior delantera para auto liviano,Suspensión,null,No indicado,3,22000,2,2,alta,media,true,2026-05-22 20:41:10.387996
REP-0544,Rótula superior delantera para bus,Suspensión,null,No indicado,3,48000,2,2,alta,media,true,2026-05-22 20:41:10.387996
REP-0545,Rótula superior delantera para camioneta,Suspensión,null,No indicado,3,28000,2,2,alta,media,true,2026-05-22 20:41:10.387996
REP-0546,Rótula superior delantera para camión liviano,Suspensión,null,No indicado,3,40000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0547,Rótula superior delantera para camión pesado,Suspensión,null,No indicado,3,66000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0548,Rótula superior delantera para van,Suspensión,null,No indicado,3,30000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0549,Bomba de dirección hidráulica para auto liviano,Dirección,null,No indicado,5,110000,5,5,alta,baja,true,2026-05-22 20:41:10.387996
REP-0550,Bomba de dirección hidráulica para bus,Dirección,null,No indicado,5,240000,5,5,alta,baja,true,2026-05-22 20:41:10.387996
REP-0551,Bomba de dirección hidráulica para camioneta,Dirección,null,No indicado,5,140000,8,8,alta,baja,true,2026-05-22 20:41:10.387996
REP-0552,Bomba de dirección hidráulica para camión liviano,Dirección,null,No indicado,5,200000,5,5,alta,baja,true,2026-05-22 20:41:10.387996
REP-0553,Bomba de dirección hidráulica para camión pesado,Dirección,null,No indicado,5,330000,5,5,alta,baja,true,2026-05-22 20:41:10.387996
REP-0554,Bomba de dirección hidráulica para van,Dirección,null,No indicado,5,150000,8,8,alta,baja,true,2026-05-22 20:41:10.387996
REP-0555,Brazo axial de dirección derecho para auto liviano,Dirección,null,No indicado,3,18000,8,8,alta,media,true,2026-05-22 20:41:10.387996
REP-0556,Brazo axial de dirección derecho para bus,Dirección,null,No indicado,3,40000,8,8,alta,media,true,2026-05-22 20:41:10.387996
REP-0557,Brazo axial de dirección derecho para camioneta,Dirección,null,No indicado,3,22000,5,5,alta,media,true,2026-05-22 20:41:10.387996
REP-0558,Brazo axial de dirección derecho para camión liviano,Dirección,null,No indicado,3,32000,5,5,alta,media,true,2026-05-22 20:41:10.387996
REP-0559,Brazo axial de dirección derecho para camión pesado,Dirección,null,No indicado,3,54000,5,5,alta,media,true,2026-05-22 20:41:10.387996
REP-0560,Brazo axial de dirección derecho para van,Dirección,null,No indicado,3,24000,5,5,alta,media,true,2026-05-22 20:41:10.387996
REP-0561,Brazo axial de dirección izquierdo para auto liviano,Dirección,null,No indicado,3,18000,5,5,alta,media,true,2026-05-22 20:41:10.387996
REP-0562,Brazo axial de dirección izquierdo para bus,Dirección,null,No indicado,3,40000,5,5,alta,media,true,2026-05-22 20:41:10.387996
REP-0563,Brazo axial de dirección izquierdo para camioneta,Dirección,null,No indicado,3,22000,5,5,alta,media,true,2026-05-22 20:41:10.387996
REP-0564,Brazo axial de dirección izquierdo para camión liviano,Dirección,null,No indicado,3,32000,7,7,alta,media,true,2026-05-22 20:41:10.387996
REP-0565,Brazo axial de dirección izquierdo para camión pesado,Dirección,null,No indicado,3,54000,6,6,alta,media,true,2026-05-22 20:41:10.387996
REP-0566,Brazo axial de dirección izquierdo para van,Dirección,null,No indicado,3,24000,5,5,alta,media,true,2026-05-22 20:41:10.387996
REP-0567,Cremallera de dirección hidráulica para auto liviano,Dirección,null,No indicado,5,180000,5,5,alta,baja,true,2026-05-22 20:41:10.387996
REP-0568,Cremallera de dirección hidráulica para bus,Dirección,null,No indicado,5,395000,5,5,alta,baja,true,2026-05-22 20:41:10.387996
REP-0569,Cremallera de dirección hidráulica para camioneta,Dirección,null,No indicado,5,225000,5,5,alta,baja,true,2026-05-22 20:41:10.387996
REP-0570,Cremallera de dirección hidráulica para camión liviano,Dirección,null,No indicado,5,325000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0571,Cremallera de dirección hidráulica para camión pesado,Dirección,null,No indicado,5,540000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0572,Cremallera de dirección hidráulica para van,Dirección,null,No indicado,5,245000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0573,Cruceta de columna de dirección para auto liviano,Dirección,null,No indicado,4,30000,55,55,alta,baja,true,2026-05-22 20:41:10.387996
REP-0574,Cruceta de columna de dirección para camioneta,Dirección,null,No indicado,4,38000,0,0,alta,baja,true,2026-05-22 20:41:10.387996
REP-0575,Depósito de líquido de dirección para auto liviano,Dirección,null,No indicado,4,22000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0576,Depósito de líquido de dirección para bus,Dirección,null,No indicado,4,48000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0577,Depósito de líquido de dirección para camioneta,Dirección,null,No indicado,4,28000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0578,Depósito de líquido de dirección para camión liviano,Dirección,null,No indicado,4,40000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0579,Depósito de líquido de dirección para camión pesado,Dirección,null,No indicado,4,66000,54,54,media,baja,true,2026-05-22 20:41:10.387996
REP-0580,Depósito de líquido de dirección para van,Dirección,null,No indicado,4,30000,0,0,media,baja,true,2026-05-22 20:41:10.387996
REP-0581,Manguera de alta presión de dirección para auto liviano,Dirección,null,No indicado,4,38000,8,8,alta,baja,true,2026-05-22 20:41:10.387996
REP-0582,Manguera de alta presión de dirección para bus,Dirección,null,No indicado,4,84000,8,8,alta,baja,true,2026-05-22 20:41:10.387996
REP-0583,Manguera de alta presión de dirección para camioneta,Dirección,null,No indicado,4,48000,8,8,alta,baja,true,2026-05-22 20:41:10.387996
REP-0584,Manguera de alta presión de dirección para camión liviano,Dirección,null,No indicado,4,68000,8,8,alta,baja,true,2026-05-22 20:41:10.387996
REP-0585,Manguera de alta presión de dirección para camión pesado,Dirección,null,No indicado,4,115000,8,8,alta,baja,true,2026-05-22 20:41:10.387996
REP-0586,Manguera de alta presión de dirección para van,Dirección,null,No indicado,4,51000,22,22,alta,baja,true,2026-05-22 20:41:10.387996
REP-0587,Terminal de dirección exterior derecho para auto liviano,Dirección,null,No indicado,2,12000,8,8,alta,media,true,2026-05-22 20:41:10.387996
REP-0588,Terminal de dirección exterior derecho para bus,Dirección,null,No indicado,2,26000,8,8,alta,media,true,2026-05-22 20:41:10.387996
REP-0589,Terminal de dirección exterior derecho para camioneta,Dirección,null,No indicado,2,15000,1,1,alta,media,true,2026-05-22 20:41:10.387996
REP-0590,Terminal de dirección exterior derecho para camión liviano,Dirección,null,No indicado,2,22000,3,3,alta,media,true,2026-05-22 20:41:10.387996
REP-0591,Terminal de dirección exterior derecho para camión pesado,Dirección,null,No indicado,2,36000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0592,Terminal de dirección exterior derecho para van,Dirección,null,No indicado,2,16000,13,13,alta,media,true,2026-05-22 20:41:10.387996
REP-0593,Terminal de dirección exterior izquierdo para auto liviano,Dirección,null,No indicado,2,12000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0594,Terminal de dirección exterior izquierdo para bus,Dirección,null,No indicado,2,26000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0595,Terminal de dirección exterior izquierdo para camioneta,Dirección,null,No indicado,2,15000,12,12,alta,media,true,2026-05-22 20:41:10.387996
REP-0596,Terminal de dirección exterior izquierdo para camión liviano,Dirección,null,No indicado,2,22000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0597,Terminal de dirección exterior izquierdo para camión pesado,Dirección,null,No indicado,2,36000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0598,Terminal de dirección exterior izquierdo para van,Dirección,null,No indicado,2,16000,0,0,alta,media,true,2026-05-22 20:41:10.387996
REP-0599,Bomba hidráulica auxiliar para bus,Sistema hidráulico,null,No indicado,5,485000,6,6,alta,baja,true,2026-05-22 20:41:10.387996
REP-0600,Bomba hidráulica auxiliar para camión liviano,Sistema hidráulico,null,No indicado,5,395000,6,6,alta,baja,true,2026-05-22 20:41:10.387996
REP-0601,Bomba hidráulica auxiliar para camión pesado,Sistema hidráulico,null,No indicado,5,660000,6,6,alta,baja,true,2026-05-22 20:41:10.387996
REP-0602,Cilindro hidráulico de levante para bus,Sistema hidráulico,null,No indicado,5,620000,6,6,alta,baja,true,2026-05-22 20:41:10.387996
